"gene","SRR26204549","SRR26204550","SRR26204553","SRR26204554","SRR26204557","SRR26204558"
"ADNP2",462,690,275,809,367,264
"ADO",289,185,328,196,293,142
"ADORA1",385,10,73,4,268,12
"ADORA2A",0,3613.259,59,3019.999,104.574,763
"ADORA2A-AS1",0,69.517,3.107,79.026,10.072,28
"ADORA2B",4,46,22,109,45,96
"ADORA2BP1",0,0,0,0,0,0
"ADORA3",9,100.559,270.707,172.625,82,33
"ADPGK",224.095,1726.159,1753.059,2411.506,1499.449,801.916
"ADPGK-AS1",0,18.675,6.962,36.645,21,12
"ADPRH",1519,330.999,1257,492,1833.999,281.999
"ADPRHL1",91.377,54.595,59.51,129.694,72.867,230.619
"ADPRM",87,96,79,62,111,28
"ADPRS",293,175,376,304,360,169
"ADRA1A",1.011,2.775,4.424,2.875,3.153,0
"ADRA1B",1,0,0,1,2,4
"ADRA1D",1,0,0,0,0,12
"ADRA2A",0,2,1,1,1,2
"ADRA2B",2,134,3,55,58,35
"ADRA2C",33,0,21,0,8,6
"ADRB1",4,43,5,16,22,70.045
"ADRB2",4,211,99,388,151,80
"ADRB3",0,1.988,0,0,2,4
"ADRM1",2197,561.999,1570,905.001,1794,560
"ADSL",395.686,481.675,477.003,605.164,499.343,238.83
"ADSS1",166.085,44.496,72.537,48.717,153.56,61.815
"ADSS2",878.865,578.9,929.831,923.391,1180.438,457.783
"ADTRP",1,81.725,4.751,121.061,8.096,25.753
"AEBP1",16,197,76,276.999,81.001,36
"AEBP2",1194.131,383.325,1042.384,442.737,1281.051,226.052
"AEN",271,304.999,213,505,440,286.999
"AFAP1",120,94.999,124.004,174.001,74,1631.001
"AFAP1-AS1",0,0,1,2.873,2,3
"AFAP1L1",24.797,16.237,35.788,50.693,46.002,308.645
"AFAP1L2",1,137,15,56,20,107
"AFDN",1458.068,193.022,1060.289,251.77,1000.069,576.096
"AFDN-DT",2.086,14.822,6.713,5.925,4.34,5.521
"AFF1",25207.999,1523.188,10673.999,1826.999,19997.001,1558.999
"AFF2",43,51,22.016,67,45.669,27
"AFF2-IT1",0,0,0,0,0,0
"AFF3",302.893,357.064,472.442,529.252,766.16,172.608
"AFF4",2161,2059,1968.001,3159.014,2361,1144
"AFF4-DT",0,1,0,1,0,0
"AFF4P1",0,0,0,0,0,0
"AFG1L",53,35.522,45.083,57.728,52.136,25
"AFG3L1P",120.001,192.499,277.867,237.891,212.201,119.611
"AFG3L2",959.359,428.293,637.192,738.939,724.999,398
"AFG3L2P1",0,0,0,0,0,0
"AFM",0,0,0,0,0,0
"AFMID",12.691,55.908,88.675,108.278,120.907,76.522
"AFP",0,0,0,0,0,0
"AFTPH",1288.001,1334.999,1873,1342,2146,605
"AFTPH-DT",14,27,25,39,21,4
"AGA",27,94,108,167,128,159
"AGA-DT",309,5,159.001,10,189,39
"AGAP1",754.989,62.136,244.33,54.015,632.57,152.976
"AGAP1-IT1",32,0,9,1,29,0
"AGAP10P",6.114,41.234,0,2.228,0,5.235
"AGAP11",15.7,0,4.057,0,17.404,0
"AGAP12P",0,53.29,0,0,0,0
"AGAP13P",0,0,0,3.752,21.788,0
"AGAP14P",10.3,4.485,0,0,0,0
"AGAP2",29,641,275,480,219.001,163
"AGAP2-AS1",0,0,0,8,0,16
"AGAP3",293,1241.001,639.998,1838,787,776
"AGAP4",30.165,68.624,143.052,81.82,71.488,39.466
"AGAP5",36.162,50.112,88.291,120.306,44.822,33.994
"AGAP6",29.928,268.834,258.171,258.656,141.57,112.932
"AGAP7P",23.16,6.615,25.066,11.951,0,0
"AGAP9",11.514,102.081,92.492,110.439,66.632,46.708
"AGBL1",3.26,3.487,3.003,4.022,4.649,2.715
"AGBL1-AS1",0,0,0,0,0,0
"AGBL2",2,16.143,11,9.475,11.015,0
"AGBL3",4,6.281,9.124,11,16.07,6.026
"AGBL4",4.045,3.072,1,2.008,13.056,0
"AGBL4-AS1",0,0,0,0,0,0
"AGBL4-IT1",0,0,0,0,0,0
"AGBL5",990.149,86.506,400.922,109.644,721.511,200.343
"AGBL5-AS1",3,0,0,0,0,0
"AGBL5-IT1",0,0,0,0,0,0
"AGER",13,151,124.999,107,106,41.001
"AGFG1",4148,2259,3562.999,1996.999,4274,1076.999
"AGFG2",679,102.023,347,98.002,268.001,112.999
"AGGF1",418.588,160,615.964,216.525,648.991,169
"AGGF1P1",0,0,2.036,0,0,0
"AGGF1P10",0,0,0,1.022,0,0
"AGGF1P2",0,0,0,2.012,3.009,0
"AGGF1P3",0,0,0,0,0,0
"AGGF1P4",0,0,0,0,0,0
"AGGF1P5",0,0,0,0,0,0
"AGGF1P6",0,0,0,0,0,0
"AGGF1P7",0,0,0,0,0,0
"AGGF1P8",0,0,0,0,0,0
"AGGF1P9",0,0,0,0,0,0
"AGK",125.903,243.614,175.756,305.983,198.937,171.999
"AGK-DT",0,0,0,0,0,0
"AGKP1",0,0,0,0,0,0
"AGKP2",0,0,1,0,1.007,0
"AGL",75,152,217,228,277,363
"AGMAT",1.052,80.754,37.524,64.583,15.701,13.22
"AGMO",0,1.523,2.344,0,4.245,4.007
"AGO1",553.999,620.106,995.12,901.43,949.35,337.012
"AGO2",2172.955,2945,990.999,4015.999,1597,1151
"AGO3",400.535,578.353,617.36,603.46,634.98,286.669
"AGO4",575.975,743.9,1550.945,841.273,1312.999,413.898
"AGPAT1",1171,397,786,529,1068,588
"AGPAT2",149,267,509,463.001,454,165
"AGPAT3",312.071,704.675,1062.487,1048.872,1207.817,491.884
"AGPAT4",14,756.51,178.011,1191.133,219.009,490.149
"AGPAT5",2874,496,422,589,1635,200.001
"AGPAT5P1",0,0,0,0,0,0
"AGPS",522.105,407.083,877.121,556.339,877.93,400.278
"AGR2",5,9.999,2,12,11,48
"AGR3",1,0,3,0,4,2
"AGRN",13,207.398,152,548.544,202.42,881.349
"AGRP",0,2,1,7,2,1
"AGT",1,1,0,2,2,0
"AGTPBP1",178,1401,1015,1093,1002,411.999
"AGTR1",0,0,2,0,0,66.001
"AGTR2",0,0,0,0,0,0
"AGTRAP",106,494.999,859,504,915,345.999
"AGXT",0,11.654,3.664,1.611,2.202,24.692
"AGXT2",8,0,2,2,8,1
"AHCTF1",398,901,849.596,1293.999,826.001,605
"AHCTF1P1",0,0,6.403,0,0,0
"AHCY",2749,409,2015,785.001,2742,662
"AHCYL1",3248,820,2464,1393,3083,995
"AHCYL2",576.687,218.862,442.418,320.749,537.149,298.702
"AHCYP2",0,0,0,0,0,0
"AHCYP3",0,0,0,0,0,0
"AHCYP4",1,0,0,0,0,0
"AHCYP5",0,0,0,0,0,0
"AHCYP7",0,0,0,0,0,0
"AHCYP8",0,0,0,0,0,0
"AHDC1",134,413.267,199.018,382.42,243.894,238
"AHI1",199.759,212.434,231.847,276.499,221.754,128.608
"AHI1-DT",9.002,8.174,11.294,6.075,11.398,12.753
"AHNAK",2616.001,19164,22124,45673.999,19879.999,18833.999
"AHNAK2",13,33,15,67,30.001,697
"AHR",3478.211,1846.997,5901.32,4434.401,7647.482,1313.819
"AHRR",0.829,14.006,4.171,18.032,20.03,7.679
"AHSA1",2391.999,929,1962.999,701.999,2418,623.94
"AHSA2P",223.054,922.456,865.465,1001.977,771.087,449.422
"AHSG",0,0,0,0,0,0
"AHSP",3,247,184,463.001,225,39
"AICDA",314.094,10.864,126.955,15.598,188.899,31.102
"AIDA",1154.887,462.402,1240.41,608.708,1401.918,344.87
"AIDAP1",0,0,0,0,0,0
"AIDAP2",1.32,15.955,16.622,9.821,3.094,2.156
"AIDAP3",0,0,0,0,0,0
"AIF1",97,1248,2779,1403,1684.999,474
"AIF1L",184,7,118.999,56,234.001,1018
"AIFM1",246.51,286.701,405.44,447.307,455.052,254.956
"AIFM1P1",0,0,0,0,0,0
"AIFM2",168,48.074,123.025,67.63,111.515,91.333
"AIFM3",11,25,122,61,53.001,37
"AIG1",354.802,142.925,109.178,162.5,163.917,124.241
"AIG1P1",0,0,0,0,0,0
"AIM2",6.019,62.94,186.559,92.834,179.756,25.088
"AIMP1",702.511,379.571,787.372,492.597,872.825,311.946
"AIMP1P1",1,0,0,0,0,0
"AIMP1P2",0,0,0,0,1,0
"AIMP2",143.001,46.001,212,101.004,200.001,94
"AIP",840,429,747.999,449.001,864.001,268
"AIPL1",1.042,10.28,8.721,19.169,1.276,9.614
"AIRE",0,1.014,2.002,2.161,1,0
"AIRN",0,0,0,0,0,0
"AJAP1",1,5.021,1,2,1,11.109
"AJM1",15,82,26,55,19,35
"AJUBA",419,30.605,76.09,34.773,245.377,199.752
"AJUBA-DT",3,0,1,0,2,0
"AK1",77.963,129.912,77.447,88.115,97.968,57.525
"AK2",2347.921,1151.131,2091.457,1196.533,2287.579,709.18
"AK2P2",2.21,0,0,3.283,0,0
"AK3",2950.594,402.469,1818.047,327.955,2213.421,269.306
"AK3P2",0,0,0,0,0,0
"AK3P3",2,2,5,4,0,2
"AK3P4",0,0,0,0,0,0
"AK3P5",0,1,0,0,0,0
"AK3P6",0,0,0,0,1,0
"AK3P7",0,0,0,0,0,0
"AK4",56.256,317.772,66.461,271.49,51.477,111.501
"AK4P1",0,20.936,0,14.318,12.312,3.702
"AK4P2",0,0,0,0,0,0
"AK4P3",17.744,11.292,34.539,7.423,13.609,5.797
"AK4P4",0,0,1,2,0,0
"AK4P5",0,0,0,0,0,0
"AK4P6",0,0,0,0,0,0
"AK5",1,48,1,44.16,6.078,43
"AK6",442.949,87.324,338.155,141.563,414.99,67.91
"AK6P1",0,0,0,0,0,0
"AK6P2",0,0,0,0,0,0
"AK7",7.15,20.12,5.726,25.439,18.71,6.245
"AK8",2,2,5,5,3,0
"AK9",219.068,87.741,166.847,64.523,196.017,29.338
"AKAIN1",0,0,0,0,0,0
"AKAP1",27,289,175.999,427.001,137,153.999
"AKAP1-DT",12.926,20.991,22.881,18.611,18.644,19.433
"AKAP10",600.013,362.992,908,414.913,842.954,228.001
"AKAP11",227.127,406.417,624.723,732.274,642.019,259.579
"AKAP12",642.021,201.041,663.033,233.002,830.612,270.758
"AKAP13",1340.176,5210.712,3225.683,10884.363,4154.368,2989.668
"AKAP13-AS1",0,0,0,0,0,0
"AKAP14",5,0,2,0,6,0
"AKAP17A",868,2037,1209,1988,1518,732
"AKAP17BP",0,0,0,0,0,0
"AKAP3",16,1,26,1,34,0
"AKAP4",3,0,0,0,4,0
"AKAP5",21.685,317.405,29.671,223.559,46.102,118.777
"AKAP6",4.019,15.602,19.978,11.061,31.826,6.757
"AKAP7",515.058,85.203,308,102.908,220.832,63.734
"AKAP8",967.999,489.945,602,564.104,795.334,311.778
"AKAP8L",782,822,1026,836,1063,443.001
"AKAP8P1",0,0,0,0,0,0
"AKAP9",367.574,1534.472,1465.754,2062.552,1614.762,897.124
"AKIP1",239.226,73.845,233.079,116.554,340.757,105.227
"AKIRIN1",2506.703,2078.713,1931.825,2306.821,2617.398,939.043
"AKIRIN1P1",0,0,0,0,0,0
"AKIRIN1P2",0,0,0,0,0,0
"AKIRIN2",790,967,978,956,1344,461
"AKIRIN2P1",0,0,0,0,0,0
"AKNA",153.315,5020.686,2565.954,5608.322,2554.42,1598.878
"AKNAD1",0,7.278,1.978,0,0,2
"AKR1A1",628.052,424.738,998.867,880.487,975.357,435.295
"AKR1B1",7138.679,848.773,3762.148,1341.258,5234.258,2055.408
"AKR1B10",42.885,36.239,28.952,181.19,41.192,272.666
"AKR1B10P1",0,1.058,0,7.072,0,3.38
"AKR1B10P2",0,0,0,0,0,0
"AKR1B15",1022.394,35.493,347.658,36.862,661.134,42.596
"AKR1B1P1",1.075,0,0,1.014,0,0
"AKR1B1P2",0,0,0,0,0,0
"AKR1B1P3",0,0,2.067,0,1.015,1.011
"AKR1B1P4",1,0,0,0,0,0
"AKR1B1P5",0,0,0,0,0,0
"AKR1B1P6",0,0,0,0,0,0
"AKR1B1P7",2.046,0,0,0,0,0
"AKR1B1P8",0,0,0,0,0,0
"AKR1C1",6.911,18.572,16.124,50.73,11.631,63.465
"AKR1C2",47.791,55.036,15.543,157.243,44.895,213.764
"AKR1C3",14.298,33.391,7.333,58.027,41.435,87.769
"AKR1C4",0,0,0,0,1.039,0
"AKR1C5P",0,0,0,0,0,0
"AKR1C6P",0,0,0,0,0,0
"AKR1C7P",0,0,3.888,3,4.671,0
"AKR1C8",0,2,0,5.006,0,8
"AKR1D1",19.572,3.831,11.108,6.127,8.432,4.836
"AKR1D1P1",0,0,0,2,0,0
"AKR1E2",9,10,3,11.999,7,1
"AKR7A2",358.81,108.191,363.969,199.921,520.953,184
"AKR7A2P1",0,0,0,0,0,0
"AKR7A2P2",0,0,0,0,0,0
"AKR7A3",3.19,8.52,1.031,2.062,0,0
"AKR7L",0,9.401,0,4.184,1.047,0
"AKT1",2243.999,1239.349,1733.643,1525.179,2651,1228.146
"AKT1S1",2606,210,1204,277.001,1810.014,372
"AKT2",1465.966,1450.574,1309.844,1513.999,1908.391,857.295
"AKT3",5572.056,420.499,2224.625,458.833,3519.573,509.73
"AKT3-IT1",0,5,1,0,0,0
"AKTIP",5208.763,304.953,1832.638,285.782,2915.256,275.605
"AKTIPP1",0,0,0,0,0,0
"AKTIPP2",3.237,0,1.253,0,0,0
"AKTIPP3",0,0,0,0,0,0
"ALAD",199.999,366.003,569,634.991,586.996,496.999
"ALAS1",1712,703,1414,1249.001,1520,454
"ALAS2",5,1098.999,1485,1604.001,2572,93
"ALB",0,0,0,0,1,0
"ALCAM",50,622,688.999,2093.999,404,542
"ALDH16A1",353,377.236,638.24,544.115,371.054,181.871
"ALDH18A1",563,198,270,312,491.001,388
"ALDH1A1",124,633,599,1429,929,1234
"ALDH1A2",103,27.003,31.522,22.002,452.001,19
"ALDH1A2-AS1",0,0,0,0,3,0
"ALDH1A3",1213.001,35,320.001,8,680,98
"ALDH1A3-AS1",10.015,1.048,15.31,11.035,21.11,10.073
"ALDH1B1",9.246,22.058,76.054,75.806,33.758,115.538
"ALDH1L1",1,10.628,2.625,5.608,3.184,0
"ALDH1L1-AS1",0,0,0,0,0,0
"ALDH1L1-AS2",0,0,0,0,0,0
"ALDH1L2",6.047,12.164,3.161,12.187,13.497,69.489
"ALDH2",103.641,1451.652,2527.567,2641.263,2491.864,950.314
"ALDH3A1",15,19,9,69,13,113
"ALDH3A2",48.601,272.043,420.793,507.489,246.14,241.538
"ALDH3B1",120.931,399.524,1008.205,814.608,844.056,362.003
"ALDH3B2",3506.346,82.084,1927.193,73.918,1237.497,93.982
"ALDH4A1",380.001,119,232,114,594,208
"ALDH5A1",147.344,129.596,195.996,134.257,272.144,76.476
"ALDH6A1",386.854,132.285,265.175,180.889,371.407,151.376
"ALDH7A1",66.946,91.472,81.049,163.489,150.498,570.211
"ALDH7A1P1",0,0,0,0,0,0
"ALDH7A1P2",0,0,0,0,0,0
"ALDH7A1P3",0,0,0,0,0,0
"ALDH7A1P4",0,0,0,0,0,0
"ALDH8A1",11.997,12.938,12.491,2.012,4.006,5
"ALDH9A1",946,485,1147,575.195,1148,378
"ALDOA",9540.345,7082.605,10988.167,9821.23,10300.801,6857.189
"ALDOAP1",0,1,1,0,2,0
"ALDOAP2",0,0,2,0,0,0
"ALDOB",0,0,0,0,2,0
"ALDOC",19,150,81,160,37,53.001
"ALG1",31.233,126.073,190.469,212.936,154.325,139.07
"ALG10",15.549,27.304,52.143,54.456,56.891,28.193
"ALG10B",23.461,76.654,116.491,56.314,93.423,55.01
"ALG11",407.256,244.602,373.182,299.39,387.028,241.732
"ALG12",137,185.999,178,255.999,205,144
"ALG13",243.015,561.435,387.611,682.466,445.65,244.395
"ALG13-AS1",0,1,0,1,0,0
"ALG14",97.521,64.73,104.635,59.97,104.878,54.667
"ALG14-AS1",0,0,0,0,0,0
"ALG1L10P",0,0,0,0,0,0
"ALG1L11P",0,0,0,0,0,0
"ALG1L12P",0,0,0,0,0,0
"ALG1L13P",0,1.09,0,0,0,0
"ALG1L14P",0,0,0,0,0,0
"ALG1L15P",1.098,0,0,0,0,0
"ALG1L1P",0,0,0,0,0,0
"ALG1L2",1,1,5,3,1,4
"ALG1L3P",0,0,0,0,2.256,0
"ALG1L5P",0,0,0,0,0,0
"ALG1L6P",0,0,0,0,0,0
"ALG1L7P",7.949,0,15.781,0,7.297,0
"ALG1L8P",1.023,0,0,0,0,0
"ALG1L9P",17.909,18.933,30.435,31.52,42.375,34.02
"ALG2",345.001,436,354,628,404,256
"ALG3",1043.001,137,401,196.001,600.001,220.001
"ALG3P1",0,0,0,0,0,0
"ALG5",373,111.123,284.479,247.714,286.381,148.582
"ALG6",67,111.001,160.001,108,199,70
"ALG8",241.331,137.578,228.759,227.971,266.251,138.297
"ALG9",509.065,146.137,222.74,211.689,317.61,160.385
"ALG9-IT1",0,0,2,0,0,0
"ALK",0,0,2,7,3,2
"ALKAL1",0,0,0,0,0,0
"ALKAL2",5,8,14,9,9,27
"ALKBH1",274,76,229.999,88,196,98
"ALKBH2",9,41,26,63.007,34,24
"ALKBH3",89,68.001,126,86,104.001,29
"ALKBH3-AS1",0,0,0,0,0,0
"ALKBH4",177.036,53.152,171.125,27.378,201.655,31.02
"ALKBH5",3175.994,1207,2196,1571,2727.988,876
"ALKBH6",62.058,107.77,96.475,74.575,134.577,71.216
"ALKBH7",1061,254,538,234,800,204
"ALKBH8",34,47,94,60,57,47
"ALLC",0,0,0,0,0,0
"ALMS1",84.99,300.076,255.727,562.527,296.808,271.188
"ALMS1-IT1",4,31,22,20,9,7
"ALMS1P1",1.028,13.881,25.112,4.244,12.617,6.377
"ALOX12",1,3,2,0,2,0
"ALOX12-AS1",40.834,71.573,68.997,73.738,85.569,41.224
"ALOX12B",0,0,0,2,0,0
"ALOX12P1",0,0,0,0,0,0
"ALOX12P2",1.097,14.316,6.376,20.739,7.223,3.426
"ALOX15",0,1.041,3.56,5.722,7.295,0
"ALOX15B",23,111,42,65,24,6
"ALOX15P1",0,0,0,0,3.163,0
"ALOX15P2",0,0,0,0,0,0
"ALOX5",882,2274.999,3619.999,2332,2438,719
"ALOX5AP",73,4186.999,775.999,1717,478,504.999
"ALOXE3",60,3,34,1,45,6
"ALOXE3P1",0,1,0,1,0,0
"ALPG",97.913,5.705,47.742,1.271,100.112,2.633
"ALPI",0,0,0,0,0,0
"ALPK1",135.59,467.095,644.326,282.95,493.869,153.094
"ALPK2",2,6,2,35,5,34
"ALPK3",798,59,242,94,481,83
"ALPL",11,4494.001,1453,389,245,43
"ALPP",7384.636,213.555,3298.663,472.031,7893.713,605.575
"ALS2",217.399,213.216,297.005,280.558,360.969,194.811
"ALS2CL",81,190.633,33.031,155.519,40.002,230.917
"ALX1",0,0,0,0,1,1
"ALX3",1,0,1,1,0,0
"ALX4",0,0,0,0,0,0
"ALYREF",1332,407,804,527,943,370
"AMACR",4.414,35.009,41.061,16.8,21.585,40
"AMBN",0,0,0,0,0,0
"AMBP",0,1,0,0,0,0
"AMBRA1",409,364,446,486.001,646.001,270
"AMD1",8879.37,1807.124,3178.067,1443.592,5795.973,800.677
"AMD1P1",0,0,1,1,0,0
"AMD1P2",0,0,0,0,0,0
"AMD1P3",0,0,0,2.212,0,0
"AMD1P4",0,8.03,27.591,12.205,6.708,5.815
"AMDHD1",1,8.835,29.996,43,12,0
"AMDHD2",268.999,307.886,300.317,353.8,386.503,151
"AMELX",0,0,0,0,0,0
"AMELY",0,0,0,0,0,0
"AMER1",8.009,61.817,39.669,103.679,51.938,24
"AMER2",79.09,1.404,52.429,2.924,116.2,4.563
"AMER3",0,4.03,2.17,1.966,5.027,0
"AMFR",2732.885,593.001,946.001,1013,1644,698
"AMH",1,5,2,3,4,7
"AMHR2",0,0,1,0,1,0
"AMIGO1",167,68,59,63,100,50
"AMIGO2",21,178,76,341,57,180
"AMIGO3",9.233,0,9.195,17.418,0,0
"AMMECR1",1513,157.97,1142,137.983,1522.999,138
"AMMECR1-IT1",0,0,1,0,0,0
"AMMECR1L",478.009,298.001,442.004,360,514.379,210.001
"AMMECR1LP1",0,0,0,0,0,0
"AMN",7,57,15,107.001,9,13
"AMN1",209.001,69.036,189.584,53.001,258.156,7
"AMOT",2777,153,1050,99,1688,890
"AMOTL1",2213,118.871,723.019,116.116,1647,461.008
"AMOTL2",842.939,38.997,429.985,57,380.934,868.946
"AMPD1",0,0,0,0,0,0
"AMPD2",172.999,2471.999,1294,2896.002,1323.002,1229
"AMPD3",528.001,2076.989,844.035,2301.445,596.056,587
"AMPH",4,35,45,22.001,8,3
"AMT",4.393,70.08,15.449,14.394,7.343,5.124
"AMTN",0,0,0,0,0,0
"AMY1A",0,0,0,0,0,9.466
"AMY1B",0,0,0,0,0,0
"AMY1C",0,0,1.819,1.246,1.443,3.036
"AMY2A",0,0,0,0,1.536,0
"AMY2B",20.697,222.758,126.068,135.173,154.234,90.009
"AMYP1",0,0,0,0,0,0
"AMZ1",1.001,18.072,15.125,54.542,10,330.091
"AMZ2",1849.075,488.072,1018.771,564.452,1237.428,370.259
"AMZ2P1",325.545,153.932,248.351,300.338,278.545,43.783
"AMZ2P2",0,0,0,0,0,0
"AMZ2P3",0,0,0,0,0,0
"ANAPC1",159.536,399.621,381.768,569.709,342.107,317.961
"ANAPC10",125.443,46.829,121.009,70.004,169.001,48
"ANAPC10P1",0,1,0,0,0,0
"ANAPC11",1204.536,163.999,681.976,230,734.998,183.004
"ANAPC13",2391.001,179,1096,168,1507,256
"ANAPC15",481.04,127.018,284.069,164.471,366.319,144.923
"ANAPC15P1",0,0,0,0,0,0
"ANAPC15P2",0,0,0,0,0,0
"ANAPC16",1683.823,811.008,1862.938,766.802,1827.366,463.187
"ANAPC1P1",0,4.057,0,0,0,1.781
"ANAPC1P2",111.743,437.074,231.494,478.665,240.181,185.066
"ANAPC1P3",0,0,0,0,0,0
"ANAPC1P4",0,0,0,0,0,0
"ANAPC1P5",1.255,0,0,4.157,0,0
"ANAPC1P6",0,0,0,5.275,0,0
"ANAPC2",109,376.999,329,406.001,355,247
"ANAPC4",106,302.001,436.999,335,398,222.999
"ANAPC5",758.176,1057.713,1265.634,1252.578,1117.976,719.413
"ANAPC7",140.005,221.586,349.867,267.561,291.449,182.036
"ANG",21.754,37.994,116.222,72.568,112.237,55.962
"ANGEL1",49.715,251.084,237.46,403.593,192.938,194.504
"ANGEL2",317.622,240.945,398.592,290.799,436.037,143.258
"ANGPT1",13,16,33,21,58.002,32
"ANGPT2",613.812,71.557,209.814,97.534,534.518,1461.928
"ANGPT4",0,2.163,0,0,3.115,8.391
"ANGPTL1",0,0,0,3,0,0
"ANGPTL2",0,9,1,11,9,59
"ANGPTL3",0,0,0,0,0,0
"ANGPTL4",589,594.517,176.003,1785.02,393.887,824
"ANGPTL5",0,0,0,0,0,0
"ANGPTL6",2,24,18,14,9,12
"ANGPTL7",0,0,0,0,0,0
"ANGPTL8",0,0,0,0,0,0
"ANHX",0,0,0,0,0,0
"ANK1",0,267,254.951,818.019,316.999,68
"ANK2",4,34.281,24.117,36.037,14.891,22.99
"ANK2-AS1",0,7.619,0,7.308,6.016,0
"ANK3",12760.578,431.452,5567.296,301.396,9111.471,373.588
"ANK3-DT",0,0,0,0,1,0
"ANKAR",23,17,33,17,32,10
"ANKDD1A",499.758,92.883,316.35,59.176,407.372,32.108
"ANKDD1B",9,2,14,0,4,8
"ANKEF1",32.058,8.175,32.042,15.79,20,41.792
"ANKFN1",809,13,205,10,441.001,26
"ANKFY1",482.011,558.602,1146.529,804.147,1036.005,488.181
"ANKH",60.264,385.701,317.948,638.81,308.314,395.334
"ANKH-DT",0,1,0,1,1,0
"ANKHD1",1384.508,1840.98,2351.588,2591.575,2758.734,1141.141
"ANKHD1-DT",2,7,5,5,11,9
"ANKHD1-EIF4EBP3",167.492,378.282,197.125,462.262,189.055,310.964
"ANKIB1",749.001,509,791,603,903.999,512
"ANKK1",4.101,2.12,6.105,5.039,2.029,0
"ANKLE1",11.063,88.859,60.848,135.063,41.221,38.579
"ANKLE2",479.28,1943.159,789.883,2570.085,838.017,893.933
"ANKMY1",196.65,164.013,192.174,122.447,249.358,110.734
"ANKMY2",711.001,104,474,123,501,105
"ANKRA2",513,172.999,371.001,155,440,132.999
"ANKRD1",21,73,11,12,112,379
"ANKRD10",1436,1418.999,1054.001,1712.194,1439,647.001
"ANKRD10-IT1",2,131,63,115,67,35
"ANKRD11",1166,3202.999,1764.067,3521.054,2115.997,1605
"ANKRD11P1",0,1.001,0.935,3.946,4.001,0
"ANKRD11P2",0,0,0,0,0,0
"ANKRD12",1920.68,3217.499,2812.03,2172.084,3014.305,819.794
"ANKRD13A",7011.573,1180.074,4283.687,1244.446,6335.503,1067.906
"ANKRD13B",4,24,6,14,18,29
"ANKRD13C",229,228.001,365,303,337.001,160
"ANKRD13D",441.062,905.42,1433.645,737.816,1292.698,355.387
"ANKRD16",33.086,28.316,58.167,41.931,41.916,35.464
"ANKRD17",1270.999,1080,1388,1575.001,1677,803
"ANKRD17-DT",0,2,3,1,0,1
"ANKRD18A",3.38,12.043,5,36.99,13.012,72.778
"ANKRD18B",0,1.133,1,1.349,1.173,0
"ANKRD18CP",0,3.011,1.005,1,0,0
"ANKRD18DP",0,1,1.849,14.599,1.076,0
"ANKRD18EP",0,0,0,0,0,0
"ANKRD18FP",0,0,0,0,0,0
"ANKRD19P",0,0,0,0,0,0
"ANKRD2",0,0,1,1,3,3
"ANKRD20A1",1.066,3.005,0,3.696,0,0
"ANKRD20A10P",0,0,0,0,0,0
"ANKRD20A11P",6.532,0,4.757,0,9.705,3.188
"ANKRD20A17P",0,4.291,1.108,3.546,0,0
"ANKRD20A18P",0,0,0,0,0,0
"ANKRD20A19P",0,0,0,0,0,0
"ANKRD20A21P",4.207,1.37,0.911,0,6.724,0
"ANKRD20A2P",0,0,1.574,0,1.517,0
"ANKRD20A3P",0,0,0,0,0,0
"ANKRD20A4P",13.214,0,11.277,0,16.754,5.058
"ANKRD20A5P",5.037,1.59,12.242,11.941,26.349,7.453
"ANKRD20A6P",0,0,0,0,0,0
"ANKRD20A7P",0,1.363,0,0,0,0
"ANKRD20A8P",0,0,0,0,0,0
"ANKRD20A9P",0,0,0,2.477,0,0
"ANKRD22",1,99.07,164.346,77.307,112.499,26.021
"ANKRD23",1.003,21.56,9.407,20.881,19.89,12.315
"ANKRD24",492,22,245,33,417,250
"ANKRD26",128.734,290.866,191.068,210.385,200.516,141.261
"ANKRD26P1",0,0,0,0,0,0
"ANKRD26P2",0,0,0,0,0,0
"ANKRD26P3",0,0,0,2,0,4
"ANKRD26P4",0,4,0,2,1,1
"ANKRD27",854,347,745,412,962,339
"ANKRD28",504,908.802,328.008,1392.073,482.017,429.001
"ANKRD29",0,18.546,2.212,30.224,8.558,13.14
"ANKRD30A",0,0,0,0,0,0
"ANKRD30B",5.23,14.113,3.968,8.09,10.295,4.028
"ANKRD30BL",1,6.793,2.537,2.42,0,0
"ANKRD30BP1",0,0,0,0,0,0
"ANKRD30BP2",0,0,0,0,0,0
"ANKRD30BP3",0,0,0,0,0,0
"ANKRD31",0,3,1,2,0,3
"ANKRD33",1053.001,32,127,15,545.001,15.999
"ANKRD33B",4,739,52,1045.157,40,132
"ANKRD33B-AS1",0,0,0,0,0,0
"ANKRD33BP1",0,0,0,0,0,0
"ANKRD33BP10",0,0,0,0,0,2
"ANKRD33BP2",0,0,0,0,0,0
"ANKRD33BP3",0,0,0,0,0,0
"ANKRD33BP5",0,0,0,0,0,0
"ANKRD33BP6",0,0,0,0,0,0
"ANKRD33BP7",0,0,0,0,0,0
"ANKRD33BP8",0,0,0,1.844,0,5
"ANKRD33BP9",1,0,0,0,1,0
"ANKRD34A",1,4,8,5,6,0
"ANKRD34B",0,2,14,3,10,2
"ANKRD34C",5,1,7,0,5,0
