"gene","SRR26204551","SRR26204552","SRR26204555","SRR26204556","SRR26204559","SRR26204560"
"ENSG00000283197",0,0,0,0,0,0
"ENSG00000283201",0,0,0,0,0,0
"ENSG00000283202",1,0,0,1,0,0
"ENSG00000283205",0,0,0,0,0,0
"ENSG00000283208",3,0,8,7,9,2
"ENSG00000283209",0,0,0,0,0,0
"ENSG00000283211",0,0,0,0,0,0
"ENSG00000283213",2,4,3,2,2,2
"ENSG00000283214",0,0,0,0,0,0
"ENSG00000283217",0,0,0,0,0,0
"ENSG00000283219",0,0,0,0,0,0
"ENSG00000283221",0,0,0,0,0,0
"ENSG00000283228",752,120,319,82,925,129
"ENSG00000283230",0,0,0,0,0,0
"ENSG00000283234",4,0,2,2,1,2
"ENSG00000283235",0,0,0,2,0,0
"ENSG00000283236",3,11,21,8,5,3
"ENSG00000283240",0,0,1,0,0,1
"ENSG00000283251",0,0,0,0,0,0
"ENSG00000283255",0,0,0,0,0,0
"ENSG00000283257",0,0,0,0,0,0
"ENSG00000283258",0,0,0,0,0,0
"ENSG00000283259",0,0,0,0,0,0
"ENSG00000283265",12,1,12,16,4,7
"ENSG00000283269",0,0,0,0,0,0
"ENSG00000283273",0,0,0,7,0,2
"ENSG00000283283",0,0,0,0,0,0
"ENSG00000283285",0,0,0,0,0,0
"ENSG00000283286",0,3,0,2,0,1
"ENSG00000283294",48,17,25,9,29,6
"ENSG00000283303",0,0,0,0,0,0
"ENSG00000283312",1,2,1,0,1,2
"ENSG00000283317",0,1,2,0,0,1
"ENSG00000283321",44,17,32,65,4,22
"ENSG00000283338",0,2,0,3,0,0
"ENSG00000283339",0,0,0,0,0,0
"ENSG00000283341",6,7,6,11,1,3
"ENSG00000283347",0,0,0,0,0,0
"ENSG00000283352",31,37,25,23,22,24
"ENSG00000283354",0,0,0,0,0,0
"ENSG00000283355",2,6,4,13,0,2
"ENSG00000283356",0,0,0,0,0,0
"ENSG00000283360",0,0,0,0,0,0
"ENSG00000283366",0,0,0,0,0,1
"ENSG00000283367",0,0,0,0,0,0
"ENSG00000283371",0,0,6,0,0,0
"ENSG00000283375",0,0,0,0,0,0
"ENSG00000283376",2,0,0,0,0,0
"ENSG00000283377",0,2,0,0,0,4
"ENSG00000283380",6,5,0,1,2,2
"ENSG00000283381",0,0,0,0,0,0
"ENSG00000283383",0,0,0,0,0,0
"ENSG00000283384",8,26,19,33,6,3
"ENSG00000283392",11,3,6,4,1,1
"ENSG00000283393",1,2,3,0,0,1
"ENSG00000283399",1,6,8,16,0,1
"ENSG00000283400",0,0,0,0,0,0
"ENSG00000283402",0,0,0,0,0,0
"ENSG00000283403",8,0,5,3,4,0
"ENSG00000283405",0,0,0,2,1,0
"ENSG00000283411",0,0,0,0,0,0
"ENSG00000283413",0,0,0,0,0,0
"ENSG00000283415",1,2,0,2,4,1
"ENSG00000283417",0,0,0,0,0,0
"ENSG00000283421",0,0,0,0,0,0
"ENSG00000283423",0,0,0,0,0,0
"ENSG00000283427",0,0,0,0,0,0
"ENSG00000283431",0,0,0,0,0,0
"ENSG00000283445",3,22,31,14,0,0
"ENSG00000283446",0,0,0,0,0,0
"ENSG00000283451",0,0,0,0,0,0
"ENSG00000283452",0,0,0,0,0,0
"ENSG00000283457",0,0,0,0,0,0
"ENSG00000283458",2,0,1,1,0,0
"ENSG00000283459",0,0,0,0,0,0
"ENSG00000283462",0,1,4,1,0,0
"ENSG00000283464",3,3,19,3,9,0
"ENSG00000283479",0,0,0,0,0,0
"ENSG00000283480",1,1,0,0,0,3
"ENSG00000283483",0,0,0,1,1,0
"ENSG00000283491",1,0,1,2,0,0
"ENSG00000283504",1,0,0,0,5,0
"ENSG00000283511",0,1,0,2,0,6
"ENSG00000283515",229,80,86,95,79,45
"ENSG00000283517",0,0,0,0,0,0
"ENSG00000283525",1,36,2,29,3,9
"ENSG00000283529",0,0,0,0,0,0
"ENSG00000283535",0,0,0,0,0,0
"ENSG00000283536",0,0,0,0,0,0
"ENSG00000283537",0,0,0,0,0,0
"ENSG00000283538",1,1,0,1,0,1
"ENSG00000283541",0,0,0,0,0,0
"ENSG00000283544",0,0,0,0,0,0
"ENSG00000283546",0,0,0,0,0,0
"ENSG00000283549",22,7,16,22,18,13
"ENSG00000283559",0,0,0,0,0,0
"ENSG00000283563",8,10,3,14,6,3
"ENSG00000283566",0,1,1,3,1,0
"ENSG00000283571",0,0,0,0,0,0
"ENSG00000283573",4,3,0,8,0,0
"ENSG00000283576",0,0,0,0,0,0
"ENSG00000283579",2,0,0,0,0,0
"ENSG00000283580",0,0,0,0,19,0
"ENSG00000283583",0,0,0,0,0,0
"ENSG00000283584",0,0,0,0,0,0
"ENSG00000283587",0,0,0,0,0,0
"ENSG00000283599",0,2,0,1,0,0
"ENSG00000283602",24,22,34,20,11,11
"ENSG00000283608",3,0,1,14,0,3
"ENSG00000283618",0,0,0,0,0,0
"ENSG00000283627",0,0,0,0,0,0
"ENSG00000283629",0,0,0,0,0,0
"ENSG00000283631",0,0,0,0,0,0
"ENSG00000283633",7847,513,2416,259,3598,216
"ENSG00000283635",9,58,21,52,6,15
"ENSG00000283638",1,1,0,0,0,1
"ENSG00000283647",0,0,0,0,0,0
"ENSG00000283648",0,4,1,5,0,0
"ENSG00000283653",0,0,0,0,0,0
"ENSG00000283657",1,1,1,1,0,4
"ENSG00000283659",0,0,0,0,0,0
"ENSG00000283662",12,16,26,23,11,18
"ENSG00000283663",0,0,0,0,0,0
"ENSG00000283667",2,4,2,2,1,2
"ENSG00000283674",438,423,354,464,246,135
"ENSG00000283675",0,0,0,0,0,0
"ENSG00000283679",0,0,0,0,0,0
"ENSG00000283684",0,0,0,9,0,0
"ENSG00000283686",0,0,0,0,0,0
"ENSG00000283689",0,0,0,0,0,0
"ENSG00000283692",0,0,0,0,0,0
"ENSG00000283695",0,0,0,0,0,0
"ENSG00000283696",7,10,11,20,6,2
"ENSG00000283704",0,0,0,0,0,0
"ENSG00000283737",56,127,71,227,32,55
"ENSG00000283743",0,0,0,0,0,0
"ENSG00000283752",0,0,0,0,0,0
"ENSG00000283757",1,1,0,0,0,1
"ENSG00000283761",323,52,85,356,13,276
"ENSG00000283765",0,0,7,15,0,19
"ENSG00000283766",0,0,0,0,0,0
"ENSG00000283769",4,4,13,22,8,6
"ENSG00000283773",0,0,2,4,0,0
"ENSG00000283782",552,255,582,175,381,96
"ENSG00000283809",40,38,28,39,3,9
"ENSG00000283828",0,5,1,9,0,0
"ENSG00000283839",81,108,160,201,31,52
"ENSG00000283849",35,22,31,28,13,8
"ENSG00000283877",0,0,0,0,0,0
"ENSG00000283886",60,3,10,0,18,0
"ENSG00000283897",15,9,5,12,10,8
"ENSG00000283907",9675,15315,6720,8138,25072,26997
"ENSG00000283913",0,1,0,1,0,0
"ENSG00000283914",0,0,0,0,0,0
"ENSG00000283952",0,0,0,0,0,0
"ENSG00000283959",21,17,33,12,20,15
"ENSG00000283973",0,1,0,0,3,1
"ENSG00000283977",5,6,0,6,3,0
"ENSG00000283982",0,0,0,0,0,0
"ENSG00000283991",0,0,0,0,0,0
"ENSG00000283994",1,38,9,22,5,7
"ENSG00000283999",0,0,0,0,0,0
"ENSG00000284003",0,0,0,0,0,0
"ENSG00000284048",24,34,0,17,12,0
"ENSG00000284052",8,27,23,34,0,7
"ENSG00000284057",37,0,0,0,0,14
"ENSG00000284060",2,0,0,0,0,0
"ENSG00000284070",7,2,1,9,1,0
"ENSG00000284071",0,0,0,0,0,0
"ENSG00000284095",36,136,95,209,39,58
"ENSG00000284098",0,0,0,0,0,0
"ENSG00000284116",26,8,11,10,16,6
"ENSG00000284128",0,0,0,0,0,0
"ENSG00000284171",0,0,0,0,0,0
"ENSG00000284188",0,0,0,1,1,0
"ENSG00000284196",13,5,14,9,10,4
"ENSG00000284209",0,0,0,0,0,1
"ENSG00000284221",0,0,0,0,0,0
"ENSG00000284233",0,0,0,0,0,0
"ENSG00000284242",0,2,3,1,0,0
"ENSG00000284263",0,0,0,0,0,0
"ENSG00000284292",3794,617,2647,1213,1960,852
"ENSG00000284294",36,10,4,3,37,6
"ENSG00000284300",0,0,0,0,0,0
"ENSG00000284309",90,1,43,4,50,10
"ENSG00000284327",0,0,0,0,0,0
"ENSG00000284328",0,0,0,0,0,0
"ENSG00000284337",231,21,13,15,123,37
"ENSG00000284341",0,2,0,0,0,0
"ENSG00000284376",9,3,8,2,7,1
"ENSG00000284377",0,0,0,3,0,0
"ENSG00000284391",1,0,0,0,0,0
"ENSG00000284393",0,0,1,0,0,0
"ENSG00000284418",3,0,3,7,3,5
"ENSG00000284428",71,63,51,103,57,30
"ENSG00000284430",3,7,0,9,0,6
"ENSG00000284431",205,176,299,202,100,169
"ENSG00000284452",0,0,0,0,0,0
"ENSG00000284461",31,121,59,355,0,53
"ENSG00000284471",1,0,1,0,0,0
"ENSG00000284474",0,0,0,0,0,0
"ENSG00000284490",0,0,0,0,1,0
"ENSG00000284500",0,0,4,0,0,0
"ENSG00000284512",2,11,8,29,2,0
"ENSG00000284513",0,0,0,0,0,0
"ENSG00000284522",0,0,0,0,0,0
"ENSG00000284523",4,12,17,24,6,0
"ENSG00000284526",29,58,30,79,23,20
"ENSG00000284534",21,35,31,66,31,10
"ENSG00000284540",0,16,4,32,5,0
"ENSG00000284554",0,0,0,0,0,0
"ENSG00000284558",0,0,0,0,0,0
"ENSG00000284572",0,0,0,0,0,0
"ENSG00000284591",0,0,0,0,0,0
"ENSG00000284592",0,0,0,0,0,0
"ENSG00000284600",0,0,2,0,0,0
"ENSG00000284601",9,5,16,19,5,3
"ENSG00000284602",4,15,19,45,10,4
"ENSG00000284603",0,0,0,0,0,0
"ENSG00000284604",0,0,0,0,0,0
"ENSG00000284606",63,35,13,16,51,4
"ENSG00000284607",7,10,10,9,6,11
"ENSG00000284608",0,1,0,0,1,0
"ENSG00000284610",0,0,0,0,0,0
"ENSG00000284611",0,0,0,0,0,0
"ENSG00000284612",14,16,17,25,11,12
"ENSG00000284613",0,0,0,0,3,0
"ENSG00000284614",0,0,0,0,0,0
"ENSG00000284615",0,3,0,0,0,4
"ENSG00000284616",0,0,0,0,0,0
"ENSG00000284617",0,0,0,0,0,0
"ENSG00000284618",5,8,18,24,6,3
"ENSG00000284619",0,0,0,0,0,0
"ENSG00000284620",0,0,0,0,0,0
"ENSG00000284621",0,0,0,0,0,0
"ENSG00000284624",81,79,61,84,61,43
"ENSG00000284625",0,0,0,0,0,0
"ENSG00000284626",0,0,7,1,0,5
"ENSG00000284627",0,0,0,0,0,0
"ENSG00000284628",0,0,0,0,0,0
"ENSG00000284630",20,0,9,0,20,3
"ENSG00000284632",2,0,2,0,1,0
"ENSG00000284633",147,285,51,177,86,54
"ENSG00000284634",69,109,60,108,20,51
"ENSG00000284636",0,0,0,0,0,0
"ENSG00000284637",0,0,0,0,0,0
"ENSG00000284639",0,0,0,0,2,0
"ENSG00000284640",7,8,1,2,3,1
"ENSG00000284641",0,0,0,0,0,0
"ENSG00000284642",13,13,21,27,5,9
"ENSG00000284644",44,17,12,5,3,7
"ENSG00000284645",0,0,0,0,0,0
"ENSG00000284646",0,0,0,0,0,0
"ENSG00000284648",1,4,0,1,0,5
"ENSG00000284649",10,0,5,9,9,3
"ENSG00000284650",1,8,6,2,2,0
"ENSG00000284651",0,0,0,0,0,0
"ENSG00000284652",0,1,0,0,0,0
"ENSG00000284653",0,0,0,0,0,0
"ENSG00000284654",0,0,0,0,0,0
"ENSG00000284655",0,0,0,0,0,0
"ENSG00000284656",3,13,12,8,0,0
"ENSG00000284657",0,0,1,0,0,0
"ENSG00000284659",0,0,0,0,0,0
"ENSG00000284660",0,2,0,0,0,0
"ENSG00000284661",0,0,0,0,0,0
"ENSG00000284663",0,0,0,0,0,0
"ENSG00000284664",10,10,14,24,5,4
"ENSG00000284665",0,1,0,0,0,0
"ENSG00000284666",0,0,0,0,0,0
"ENSG00000284669",15,4,11,3,7,1
"ENSG00000284671",0,0,7,5,0,0
"ENSG00000284672",8,0,0,3,0,2
"ENSG00000284673",11,9,4,17,0,1
"ENSG00000284675",1,2,0,0,0,0
"ENSG00000284676",2,0,0,1,0,0
"ENSG00000284677",0,0,0,0,0,0
"ENSG00000284679",0,0,0,0,0,0
"ENSG00000284682",0,0,0,0,0,0
"ENSG00000284684",0,0,0,0,0,0
"ENSG00000284685",23,51,52,73,9,19
"ENSG00000284686",34,4,20,0,9,6
"ENSG00000284687",5,0,9,10,0,0
"ENSG00000284691",89,203,117,253,33,52
"ENSG00000284692",0,1,4,3,2,1
"ENSG00000284694",1,1,1,4,0,1
"ENSG00000284695",0,0,0,0,0,0
"ENSG00000284697",0,4,2,27,0,3
"ENSG00000284698",0,0,0,0,0,0
"ENSG00000284699",0,0,0,0,0,0
"ENSG00000284700",0,0,0,0,0,0
"ENSG00000284702",6,9,16,30,0,4
"ENSG00000284703",7,24,19,36,10,14
"ENSG00000284705",4,11,3,14,1,0
"ENSG00000284706",0,0,0,0,0,0
"ENSG00000284707",136,211,195,400,35,90
"ENSG00000284708",14,11,22,20,4,5
"ENSG00000284709",0,0,3,0,0,0
"ENSG00000284710",0,0,0,0,0,0
"ENSG00000284711",0,0,0,0,0,0
"ENSG00000284715",0,0,0,6,0,0
"ENSG00000284716",1,3,4,9,1,3
"ENSG00000284717",0,0,0,0,0,1
"ENSG00000284719",10,22,37,28,14,6
"ENSG00000284720",0,0,0,0,0,0
"ENSG00000284721",3,20,10,24,1,0
"ENSG00000284722",8,13,14,16,6,3
"ENSG00000284724",0,0,0,0,0,0
"ENSG00000284726",2,4,4,4,1,3
"ENSG00000284727",0,0,0,0,0,0
"ENSG00000284728",0,0,0,0,0,0
"ENSG00000284731",0,0,1,0,0,0
"ENSG00000284732",0,3,1,1,0,2
"ENSG00000284734",34,48,55,113,9,24
"ENSG00000284735",21,14,22,51,7,18
"ENSG00000284738",1,0,1,0,2,0
"ENSG00000284739",0,0,0,0,0,0
"ENSG00000284740",0,0,1,0,0,0
"ENSG00000284743",0,0,0,0,0,0
"ENSG00000284744",2,13,12,12,3,6
"ENSG00000284745",0,0,0,0,0,0
"ENSG00000284746",0,4,0,0,0,0
"ENSG00000284747",12,27,30,58,13,17
"ENSG00000284748",1,3,1,0,2,0
"ENSG00000284762",0,0,0,0,0,0
"ENSG00000284763",0,0,0,0,0,0
"ENSG00000284772",0,0,2,5,0,3
"ENSG00000284773",14,34,34,30,8,24
"ENSG00000284776",97,67,81,48,29,62
"ENSG00000284779",0,0,0,0,0,0
"ENSG00000284783",0,0,1,0,0,0
"ENSG00000284788",0,0,0,0,0,0
"ENSG00000284797",4,3,0,2,5,17
"ENSG00000284800",2,1,0,0,0,1
"ENSG00000284803",0,0,0,0,0,2
"ENSG00000284808",1,0,0,0,0,0
"ENSG00000284809",1,2,0,3,1,2
"ENSG00000284820",0,36,3,0,0,0
"ENSG00000284823",0,0,4,0,1,1
"ENSG00000284825",1,0,0,4,0,0
"ENSG00000284829",0,0,0,0,0,0
"ENSG00000284830",6,0,3,11,0,2
"ENSG00000284834",0,0,0,0,0,0
"ENSG00000284837",1,4,3,0,0,4
"ENSG00000284839",0,1,0,1,0,0
"ENSG00000284840",0,0,0,0,0,0
"ENSG00000284846",0,0,0,0,0,0
"ENSG00000284847",0,0,0,0,0,0
"ENSG00000284858",0,1,0,0,0,0
"ENSG00000284874",39,12,154,9,0,10
"ENSG00000284876",0,0,0,0,0,0
"ENSG00000284882",18,42,32,19,4,19
"ENSG00000284895",3,2,0,0,0,1
"ENSG00000284902",0,0,0,1,0,0
"ENSG00000284906",30,61,17,96,1,18
"ENSG00000284914",0,0,0,0,0,0
"ENSG00000284928",11,0,5,1,6,1
"ENSG00000284930",18,53,76,88,35,12
"ENSG00000284931",63,7987,2654,64961,134580,6131
"ENSG00000284932",0,0,0,0,0,0
"ENSG00000284934",8,16,14,23,0,0
"ENSG00000284946",92,290,183,370,71,102
"ENSG00000284948",16,17,101,17,3,9
"ENSG00000284951",0,0,0,0,0,0
"ENSG00000284952",0,0,0,3,2,3
"ENSG00000284954",16,3,3,5,24,2
"ENSG00000284956",0,0,0,0,0,0
"ENSG00000284957",15,3,4,7,13,0
"ENSG00000284959",50,62,128,82,56,20
"ENSG00000284964",0,0,0,0,0,0
"ENSG00000284966",2,3,5,14,0,0
"ENSG00000284968",2449,61,1166,126,1759,88
"ENSG00000284969",37,9,11,7,4,10
"ENSG00000284976",0,42,0,42,23,0
"ENSG00000284977",18,49,41,72,16,23
"ENSG00000284985",0,0,0,0,0,0
"ENSG00000284986",0,0,0,0,0,0
"ENSG00000284987",0,0,2,4,0,2
"ENSG00000284989",0,0,0,0,0,0
"ENSG00000284994",0,0,0,0,0,0
"ENSG00000284999",0,1,1,2,1,0
"ENSG00000285000",115,15,0,0,0,36
"ENSG00000285006",44,150,83,296,11,84
"ENSG00000285012",0,0,0,0,0,0
"ENSG00000285016",6,0,0,4,10,0
"ENSG00000285018",0,1,4,16,0,4
"ENSG00000285020",0,0,0,1,0,0
"ENSG00000285030",0,0,0,0,0,0
"ENSG00000285035",0,0,0,0,0,0
"ENSG00000285040",4,3,1,1,2,0
"ENSG00000285041",0,0,0,0,0,0
"ENSG00000285042",0,0,2,0,0,0
"ENSG00000285043",2,10,5,19,5,18
"ENSG00000285045",0,0,0,0,0,0
"ENSG00000285053",495,84,242,57,211,162
"ENSG00000285057",3,0,2,0,5,0
"ENSG00000285062",0,0,0,0,0,0
"ENSG00000285064",0,0,0,0,0,0
"ENSG00000285068",0,0,0,0,0,0
"ENSG00000285079",1,2,3,7,0,1
"ENSG00000285080",0,1,2,0,0,1
"ENSG00000285081",2,3,1,3,1,0
"ENSG00000285082",740,345,551,307,717,124
"ENSG00000285085",6,0,3,2,2,0
"ENSG00000285090",0,1,1,0,0,0
"ENSG00000285091",9,29,28,37,7,16
"ENSG00000285095",17,23,14,29,3,2
"ENSG00000285100",0,0,0,0,0,0
"ENSG00000285102",0,0,0,0,0,2
"ENSG00000285103",145,27,56,27,32,25
"ENSG00000285108",1,1,1,8,2,3
"ENSG00000285115",0,0,0,0,0,0
"ENSG00000285117",0,9,0,0,0,0
"ENSG00000285128",1,0,0,0,2,0
"ENSG00000285130",7,13,125,10,7,8
"ENSG00000285133",18,13,7,11,10,6
"ENSG00000285142",0,0,0,0,0,0
"ENSG00000285144",0,0,20,3,2,0
"ENSG00000285151",0,3,0,1,0,0
"ENSG00000285155",0,0,0,2,0,3
"ENSG00000285159",19,11,9,20,3,2
"ENSG00000285163",0,1,1,3,0,1
"ENSG00000285165",2,1,0,0,0,0
"ENSG00000285169",0,0,0,0,0,0
"ENSG00000285171",43,166,32,232,14,19
"ENSG00000285177",1,0,1,0,0,0
"ENSG00000285179",0,0,0,0,0,0
"ENSG00000285184",12,17,24,32,15,7
"ENSG00000285188",0,0,7,0,0,3
"ENSG00000285190",4,1,2,9,5,1
"ENSG00000285191",0,0,0,0,0,0
"ENSG00000285201",0,0,0,0,1,0
"ENSG00000285205",0,0,0,0,0,0
"ENSG00000285212",0,0,0,1,0,0
"ENSG00000285215",0,0,0,0,0,0
"ENSG00000285216",0,0,0,0,0,0
"ENSG00000285218",3,22,0,94,0,17
"ENSG00000285220",0,2,0,2,0,0
"ENSG00000285228",0,0,0,0,0,0
"ENSG00000285238",79,791,183,464,153,320
"ENSG00000285239",0,0,0,0,0,0
"ENSG00000285245",15,0,0,33,4,57
"ENSG00000285253",24,32,31,2,18,10
"ENSG00000285254",0,0,1,4,0,0
"ENSG00000285257",11,0,3,0,9,0
"ENSG00000285268",0,0,0,0,0,0
"ENSG00000285269",0,14,2,3,3,2
"ENSG00000285280",4,5,4,8,3,3
"ENSG00000285283",369,20,45,88,0,95
"ENSG00000285287",0,0,0,0,0,1
"ENSG00000285300",0,0,0,0,0,0
"ENSG00000285303",0,0,0,0,0,2
"ENSG00000285304",9,6,7,8,0,0
"ENSG00000285314",21,0,6,0,0,35
"ENSG00000285323",0,0,0,0,0,0
"ENSG00000285325",0,0,0,0,0,0
"ENSG00000285329",1,0,1,0,0,0
"ENSG00000285330",0,0,0,0,0,0
"ENSG00000285336",0,0,0,0,0,4
"ENSG00000285338",4,0,0,4,0,0
"ENSG00000285347",0,0,0,0,0,0
"ENSG00000285354",0,0,1,0,0,0
"ENSG00000285361",0,0,0,0,0,0
"ENSG00000285366",0,0,0,0,0,0
"ENSG00000285367",2,0,0,1,0,1
"ENSG00000285374",0,1,3,2,3,1
"ENSG00000285382",78,57,35,53,50,24
"ENSG00000285388",0,0,0,0,0,0
"ENSG00000285398",0,0,0,0,0,0
"ENSG00000285401",0,0,0,0,0,0
"ENSG00000285402",0,0,0,1,2,0
"ENSG00000285404",0,0,0,0,0,0
"ENSG00000285407",9,0,3,0,1,0
"ENSG00000285409",0,0,0,0,0,0
"ENSG00000285412",0,1,0,1,0,0
"ENSG00000285413",15,28,10,49,1,12
"ENSG00000285416",0,0,0,0,0,0
"ENSG00000285417",39,26,59,102,28,24
"ENSG00000285424",45,2,14,4,31,15
"ENSG00000285444",12,0,10,5,6,0
"ENSG00000285446",152,31,0,177,0,261
"ENSG00000285448",9,8,4,39,2,3
"ENSG00000285454",0,0,0,0,0,0
"ENSG00000285458",568,33,279,69,488,51
"ENSG00000285471",0,0,0,0,0,0
"ENSG00000285473",0,0,0,0,0,0
"ENSG00000285483",0,0,0,0,0,0
"ENSG00000285486",2,4,6,12,14,2
"ENSG00000285492",5,24,14,12,3,49
"ENSG00000285498",0,0,0,0,0,0
"ENSG00000285505",11,0,0,43,0,0
"ENSG00000285513",0,0,0,0,0,0
"ENSG00000285517",22,37,30,87,7,13
"ENSG00000285518",0,0,0,0,0,0
"ENSG00000285519",0,0,0,0,0,0
"ENSG00000285520",0,1,0,3,0,1
"ENSG00000285521",0,0,1,0,0,0
"ENSG00000285522",0,2,0,0,0,0
"ENSG00000285523",0,0,1,0,0,0
"ENSG00000285524",1,0,1,0,2,1
"ENSG00000285525",0,0,0,0,0,0
"ENSG00000285526",5,0,2,0,0,4
"ENSG00000285527",9,8,20,19,6,7
"ENSG00000285528",0,0,0,0,0,0
"ENSG00000285529",8,5,3,7,3,0
"ENSG00000285530",67,7,38,25,38,0
"ENSG00000285531",18,31,20,17,7,5
"ENSG00000285534",2,13,23,17,0,5
"ENSG00000285535",1,5,0,2,1,0
"ENSG00000285538",0,0,0,0,0,0
"ENSG00000285539",0,0,0,0,0,0
"ENSG00000285540",4,8,8,12,8,0
"ENSG00000285541",3,8,7,17,0,2
"ENSG00000285542",0,0,0,0,0,0
"ENSG00000285543",0,0,0,0,0,0
"ENSG00000285544",4,3,7,12,2,5
"ENSG00000285545",0,2,3,0,2,2
"ENSG00000285547",10,10,17,12,6,0
"ENSG00000285548",0,2,1,2,1,2
"ENSG00000285549",0,0,1,0,0,0
"ENSG00000285550",0,0,0,0,0,0
"ENSG00000285552",0,10,1,3,0,5
"ENSG00000285553",2,0,1,3,1,3
"ENSG00000285555",0,0,0,0,0,0
"ENSG00000285556",0,0,0,0,0,0
"ENSG00000285557",0,0,0,0,4,0
"ENSG00000285558",13,0,0,1,0,2
"ENSG00000285559",0,2,1,1,0,1
"ENSG00000285560",1,4,3,3,0,2
"ENSG00000285561",0,0,0,3,0,1
"ENSG00000285562",2,1,0,2,1,2
"ENSG00000285563",8,8,12,13,0,4
"ENSG00000285564",0,4,2,9,1,2
"ENSG00000285565",693,1823,551,1230,475,700
"ENSG00000285566",0,0,0,0,0,0
"ENSG00000285567",3,0,1,3,2,1
"ENSG00000285568",1,0,0,0,0,0
"ENSG00000285569",6,6,13,1,7,0
"ENSG00000285570",0,0,0,0,0,0
"ENSG00000285571",2,0,0,1,3,1
"ENSG00000285572",46,98,61,158,14,50
"ENSG00000285573",0,0,0,0,0,0
"ENSG00000285575",0,0,0,0,2,1
"ENSG00000285576",0,0,0,0,0,0
"ENSG00000285577",0,6,14,20,7,4
"ENSG00000285578",2,7,5,2,0,0
"ENSG00000285579",0,0,2,1,0,0
"ENSG00000285580",0,0,0,0,0,0
"ENSG00000285581",0,1,0,8,0,0
"ENSG00000285582",1,20,9,22,5,4
"ENSG00000285583",1,0,0,0,0,0
"ENSG00000285584",0,0,0,0,0,0
"ENSG00000285585",0,0,0,0,0,0
"ENSG00000285586",0,0,0,0,0,0
"ENSG00000285587",4,4,3,14,2,5
"ENSG00000285588",0,0,0,0,0,0
"ENSG00000285589",473,268,393,351,287,200
"ENSG00000285590",0,0,0,0,0,0
"ENSG00000285591",22,41,23,78,29,40
"ENSG00000285592",0,0,0,0,0,0
"ENSG00000285593",2,0,1,0,0,1
"ENSG00000285595",0,0,0,0,0,0
"ENSG00000285596",54,47,34,51,35,31
"ENSG00000285597",0,0,3,0,1,0
"ENSG00000285598",0,0,0,0,0,0
"ENSG00000285599",0,0,0,0,0,0
"ENSG00000285600",2,9,5,7,3,0
"ENSG00000285601",49,6,15,0,22,0
"ENSG00000285602",4,0,0,5,1,0
"ENSG00000285603",0,0,0,0,0,0
"ENSG00000285604",0,0,0,0,0,0
"ENSG00000285605",0,0,0,0,0,0
"ENSG00000285606",0,0,0,0,0,0
"ENSG00000285608",1,1,1,1,2,0
"ENSG00000285610",0,0,0,0,0,0
"ENSG00000285611",0,0,0,0,0,0
"ENSG00000285612",0,3,1,0,0,2
"ENSG00000285613",1,0,2,0,1,1
"ENSG00000285614",0,2,0,0,0,0
"ENSG00000285615",0,0,0,0,0,0
"ENSG00000285616",0,0,0,0,1,2
"ENSG00000285618",0,0,0,2,0,0
"ENSG00000285619",0,0,0,0,0,0
"ENSG00000285621",0,0,0,1,0,0
"ENSG00000285622",0,0,1,4,0,0
"ENSG00000285623",0,0,0,0,0,0
"ENSG00000285624",2,0,3,0,1,0
"ENSG00000285625",18,0,52,0,0,0
"ENSG00000285627",0,4,0,0,0,1
"ENSG00000285628",28,116,0,12,0,10
"ENSG00000285629",0,0,0,0,0,0
"ENSG00000285630",8,14,9,37,2,7
"ENSG00000285631",0,20,0,15,0,12
"ENSG00000285632",5,11,6,8,2,3
"ENSG00000285633",3,4,4,6,2,6
"ENSG00000285634",4,8,6,6,5,6
"ENSG00000285635",0,0,0,0,0,0
"ENSG00000285636",1,5,0,6,3,0
"ENSG00000285637",0,4,0,1,2,2
"ENSG00000285638",1,0,1,1,1,0
"ENSG00000285639",0,0,0,0,0,0
"ENSG00000285640",0,0,0,0,0,0
"ENSG00000285641",360,158,193,138,207,133
"ENSG00000285642",0,0,0,0,0,0
"ENSG00000285643",0,0,0,0,0,0
"ENSG00000285644",10,28,6,37,4,13
"ENSG00000285645",0,0,0,0,0,0
"ENSG00000285646",38,38,87,42,13,18
"ENSG00000285647",1,1,0,0,0,0
"ENSG00000285648",0,1,0,0,0,0
"ENSG00000285649",0,0,1,1,0,0
"ENSG00000285650",0,0,1,2,0,0
"ENSG00000285651",12,14,10,21,8,5
"ENSG00000285652",2,2,0,1,2,0
"ENSG00000285653",0,2,2,3,0,2
"ENSG00000285654",0,0,0,0,0,0
"ENSG00000285655",0,0,0,0,0,0
"ENSG00000285656",0,2,1,5,0,0
"ENSG00000285658",12,10,13,18,6,4
"ENSG00000285659",0,0,0,0,0,0
"ENSG00000285660",0,0,0,0,0,0
"ENSG00000285661",1,16,8,37,0,1
"ENSG00000285663",4,14,10,14,0,3
"ENSG00000285664",7,9,5,26,3,18
"ENSG00000285666",0,0,0,0,0,0
"ENSG00000285667",14,11,10,9,4,2
"ENSG00000285668",0,0,0,0,0,0
"ENSG00000285669",79,50,37,29,67,23
"ENSG00000285670",0,0,0,0,0,0
"ENSG00000285671",9,11,10,18,4,3
"ENSG00000285672",0,1,0,2,2,1
"ENSG00000285673",36,11,16,3,3,0
"ENSG00000285675",0,0,0,0,0,0
