"","SRR26204549","SRR26204550","SRR26204553","SRR26204554","SRR26204557","SRR26204558"
"ENSG00000024422",8.06,47.098,10.988,55.953,52.308,293.27
"ENSG00000024526",5,17.813,11,57.641,21.934,71
"ENSG00000024862",1606,166,821,158,967,128
"ENSG00000025039",1561,393.839,931,508,1254,163
"ENSG00000025156",151,202,113,169,167,70
"ENSG00000025293",79.951,1130.793,658.724,1447.027,664.816,481.169
"ENSG00000025423",9,0,0,4,4,1
"ENSG00000025434",87.999,201.002,221.015,475.999,238.021,114.001
"ENSG00000025708",208.392,3271.798,7297.12,5566.043,5630.938,1818.867
"ENSG00000025770",782.334,350.858,529.561,449.653,743.432,324.794
"ENSG00000025772",541,230,407,386,615,316
"ENSG00000025796",3059.62,919.155,1620.655,1003.178,2609.479,699.739
"ENSG00000025800",2980.587,1016.737,1850.548,1225.47,2498.055,752.032
"ENSG00000026025",1174.309,47318.599,19142.364,58548.037,27059.746,22057.991
"ENSG00000026036",28.588,80.638,112.658,119.213,37.371,121.303
"ENSG00000026103",11.494,1076.945,336.729,1209.773,259.48,312.429
"ENSG00000026297",87.838,3099.025,2880.862,3615.169,2239.043,1310.339
"ENSG00000026508",767,23938,7279.998,35659.998,8174.998,8796.996
"ENSG00000026559",151.586,31.352,100.434,22.984,169.899,106.225
"ENSG00000026652",14,756.51,178.011,1191.133,219.009,490.149
"ENSG00000026751",56.871,1591.537,358.864,1948.959,501.433,328.432
"ENSG00000026950",87.532,1387.008,957.204,1355.132,928.966,591.358
"ENSG00000027001",83.006,40,73.998,67.951,71.999,55.004
"ENSG00000027075",1440,2713.016,915.002,2339.245,1590.635,1048.001
"ENSG00000027644",0,0,0,1,0,0
"ENSG00000027697",609,3565.001,3302.001,2505,2277,1391.001
"ENSG00000027847",198.001,97,198,173,201,160.999
"ENSG00000027869",13,725,19,830,83,255
"ENSG00000028116",398.056,166.25,465.001,337.257,559.146,169.01
"ENSG00000028137",380.117,23950.149,7627.958,20892.212,6678.699,8825.412
"ENSG00000028203",1740.389,472.933,1131.817,586.617,1390.05,479.428
"ENSG00000028277",61,1120.001,2769,1187.999,2083,402.722
"ENSG00000028310",312.992,441.434,406.876,523.593,411.969,263.866
"ENSG00000028528",2535.003,1116.986,2630.597,1622.078,2265.596,683.918
"ENSG00000028839",618.753,121.713,362.487,135.01,512.213,89.678
"ENSG00000029153",1555.511,101.909,1045.588,301.571,1377.849,238.251
"ENSG00000029363",2161,3114.323,2507.702,3444.474,3428.001,1551.744
"ENSG00000029364",997.001,312,572,443,826.001,462
"ENSG00000029534",0,267,254.951,818.019,316.999,68
"ENSG00000029559",17,4,15,26,8,15
"ENSG00000029639",13.999,46.023,77.648,35.908,59.897,24.016
"ENSG00000029725",2869.999,674.999,1929.99,1028,2730,704
"ENSG00000029993",17396.476,481.039,11182.117,457.003,12871.329,2317.99
"ENSG00000030066",638.999,379.04,729.444,618.544,853.999,427.19
"ENSG00000030110",48,403.631,308.645,569,305,284
"ENSG00000030304",0,1.221,1.932,0,2.028,3
"ENSG00000030419",286,473,238,363.001,368,107
"ENSG00000030582",3319,7234.998,14147.998,14659.999,12491.999,6120
"ENSG00000031003",998,707.879,828.001,699.002,1013,346.999
"ENSG00000031081",44.491,1037.815,689.308,2140.295,650.607,843.045
"ENSG00000031691",34,18,69,12,60,29
"ENSG00000031698",2816,681,2442.001,892,3100.999,1246
"ENSG00000031823",1239,556.006,1068.009,647.003,1296,364.001
"ENSG00000032219",266.001,601,922.999,593.001,760,237.001
"ENSG00000032389",156,134,177.001,190,188.999,140
"ENSG00000032444",110,1196,1255.001,1582,1302.892,740
"ENSG00000032742",46.166,71.24,96.665,83.599,99.469,60.778
"ENSG00000033011",31.233,126.073,190.469,212.936,154.325,139.07
"ENSG00000033030",228.911,436.162,498.55,541.042,517.22,234.517
"ENSG00000033050",372.645,203.739,410.974,335.488,473.205,215.455
"ENSG00000033100",113,512.721,614,650.193,603.003,503
"ENSG00000033122",9.757,36.233,15.747,43.844,18.544,16.023
"ENSG00000033170",1445.616,380.59,768.715,256.918,1494.395,395.511
"ENSG00000033178",429.999,776.153,980.761,874.95,906.637,354.897
"ENSG00000033327",2597,2750,1742,3262,3571,1187
"ENSG00000033627",1277.996,850.626,1208.441,1278.256,1190.03,519.585
"ENSG00000033800",799.999,996.982,1394,1050,1458.002,526.353
"ENSG00000033867",25,482,398,969.999,289.001,657.001
"ENSG00000034053",14,880.904,25.688,532.375,58.746,155.186
"ENSG00000034152",1305,6058.999,1720.919,6482,1750.998,1895.001
"ENSG00000034239",0,1,0,0,1,2
"ENSG00000034510",996.106,5686,7397.924,7092.368,7199.607,5329.021
"ENSG00000034533",127,56,143.999,93.001,172,58
"ENSG00000034677",218,2005,782.001,1831.999,671.001,724.999
"ENSG00000034693",358.871,37.762,262.883,99,329.77,70
"ENSG00000034713",2618,957.666,1664,727.002,2245.001,441.046
"ENSG00000034971",0,0,2,0,0,0
"ENSG00000035115",1181.072,247.795,437.659,213.492,709.601,206.59
"ENSG00000035141",967.616,328.966,686.736,312.756,633.966,257.897
"ENSG00000035403",214.13,944.361,1277.147,1310.52,1169.762,1534.31
"ENSG00000035499",9914,265.865,2364.093,124.999,6866.191,166.977
"ENSG00000035664",6.236,133.023,102.276,128.872,86.445,53.923
"ENSG00000035681",522,686.999,749.001,796.001,677.001,317.999
"ENSG00000035687",878.865,578.9,929.831,923.391,1180.438,457.783
"ENSG00000035720",7,181,108,140,197,48
"ENSG00000035862",50971.472,3657.574,10175.001,5792.999,16425.991,15385.976
"ENSG00000035928",740.758,535.868,744.665,562.156,847.936,396
"ENSG00000036054",1165,472,861,622.001,1164,262
"ENSG00000036257",1917.995,1074.063,1928,1251.001,2286,644.023
"ENSG00000036448",0,526.001,29.001,343.002,22,70
"ENSG00000036473",0,0,0,0,0,0
"ENSG00000036530",0,28.497,21.991,13.038,18.227,11.731
"ENSG00000036549",577.954,272.108,523.667,281.803,613.313,228.147
"ENSG00000036565",0,0,0,0,7.027,0
"ENSG00000036672",2,39.001,1,25,5,20
"ENSG00000036828",1.979,8.432,0,1.987,1.279,5.873
"ENSG00000037042",209.962,49.211,211.03,76.342,217.277,80.522
"ENSG00000037241",597.629,55.498,296.686,64.978,394.425,89.726
"ENSG00000037280",596.72,25.025,359.448,58.183,934.349,165.838
"ENSG00000037474",504,719,982.007,860.315,916.001,475.353
"ENSG00000037637",594,485.34,677.765,596.598,839.042,314.085
"ENSG00000037749",323.688,197.895,383.685,267.989,329.277,166.083
"ENSG00000037757",104.961,131.156,270.743,230.765,215.284,190.859
"ENSG00000037897",54,45,34,112,42,46
"ENSG00000037965",0,0,0,0,0,0
"ENSG00000038002",27,94,108,167,128,159
"ENSG00000038210",150,327,307,395,343,194
"ENSG00000038219",1274.054,2202.183,2665.735,2467.808,2472.479,757.055
"ENSG00000038274",689.172,575.743,1258.851,707.132,1407.973,386.025
"ENSG00000038295",0,2,2,0,11,39
"ENSG00000038358",249.781,509.165,580.564,703.209,569.338,391.815
"ENSG00000038382",364,680.999,962.002,1946.999,1009.999,1541
"ENSG00000038427",1215.001,9934.999,20895.991,14077.001,24743.982,8250.06
"ENSG00000038532",352.751,385.933,463.263,595.667,559.853,312.55
"ENSG00000038945",39.071,829.119,2307.643,6554.3,1102.001,436.063
"ENSG00000039068",226.567,39.822,66.023,144.706,216.347,1217.124
"ENSG00000039123",571.547,441.268,845.595,731.287,946.257,366.939
"ENSG00000039139",0,5.392,6.107,4.433,8.441,18.233
"ENSG00000039319",197.64,664.539,702.979,1019.048,627.528,406.021
"ENSG00000039523",79,1113.001,1168,2044,844.001,818.001
"ENSG00000039537",0,2,0,0,0,0
"ENSG00000039560",15714,381.001,7433.998,342,12000.001,1127.999
"ENSG00000039600",3,0,2,1,9,30
"ENSG00000039650",398.999,332.784,411.504,394.573,462.205,209.856
"ENSG00000039987",0,1.92,0,2.421,1.053,0
"ENSG00000040199",55.003,141.225,109.687,315.867,154.976,125.938
"ENSG00000040275",67.001,44,73,80,65,74
"ENSG00000040341",260.68,335.822,410.269,313.509,443,254.188
"ENSG00000040487",256.776,59.336,172.573,124.925,203.332,68.968
"ENSG00000040531",89.103,167.044,356.252,303.029,222.268,109
"ENSG00000040608",45,21,12,33,5,58
"ENSG00000040633",1421,339,906,333.999,1199,260
"ENSG00000040731",0,0,0,0,1,0
"ENSG00000040933",116.001,1219.002,779.015,1350.639,731.001,552.012
"ENSG00000041353",92,74,85,28,93,47
"ENSG00000041357",1537.471,626.002,1801.259,810.475,1967.476,684.999
"ENSG00000041515",2,2,1,1,2,5
"ENSG00000041802",235.308,358.258,509.512,475.051,427.149,253.123
"ENSG00000041880",10,46,93,102,86.001,57
"ENSG00000041982",0,5,1,7.002,25.999,38
"ENSG00000041988",179.976,63.999,146,138.956,149.96,57
"ENSG00000042062",2.021,59.414,27.207,145.437,22,4
"ENSG00000042088",132.001,134,205.999,249.001,251.492,137
"ENSG00000042286",168,48.074,123.025,67.63,111.515,91.333
"ENSG00000042304",0,0,11.394,0,0,0
"ENSG00000042317",6,12,33,29,28,23
"ENSG00000042429",222.908,455.515,368.339,594.873,394.299,260.919
"ENSG00000042445",37,200.749,190,346.978,177,210.001
"ENSG00000042493",191,1807.001,2569,4250.002,1398,1207.999
"ENSG00000042753",2357,390,1494,717,1555.001,373
"ENSG00000042781",1,0,1,0,0,0
"ENSG00000042813",0,0,1,0,0,0
"ENSG00000042832",0,11,4,10.999,7,10
"ENSG00000042980",35,241,508.001,652.001,394.984,112
"ENSG00000043039",3.049,6.516,6.938,12.699,18.238,30.263
"ENSG00000043093",721.269,343.536,707.969,306.244,817.645,171.308
"ENSG00000043143",139,1272.883,487.507,1850.9,777.282,616.001
"ENSG00000043355",0,0,2,2,0,2.999
"ENSG00000043462",136,10373,2165.001,8487.999,2425.001,2623.001
"ENSG00000043514",176.999,59,269.023,80.999,212,103
"ENSG00000043591",4,43,5,16,22,70.045
"ENSG00000044012",17,0,4,0,9,4
"ENSG00000044090",135.003,150.001,206.066,243.99,290.483,196.007
"ENSG00000044115",6928.061,1231.943,5248.292,2680.687,6803.488,2970.556
"ENSG00000044446",266.002,529.725,482.034,622.866,536,416.958
"ENSG00000044459",7.083,80.736,153.664,135.477,111.765,74.236
"ENSG00000044524",0,3.764,0,1.84,0,0
"ENSG00000044574",2126.765,31023.348,7618.282,21334.6,5320.523,10573.623
"ENSG00000046604",542.715,56.912,159.386,118.104,633.851,1130.462
"ENSG00000046647",91.697,111.697,126.74,120.058,128.963,78.017
"ENSG00000046651",194.454,897.003,430.813,833.933,413.511,294.773
"ENSG00000046653",0,5,3,10,5,4
"ENSG00000046774",0,0,0,0,1,0
"ENSG00000046889",0,10.687,1.002,15.332,13.098,27.593
"ENSG00000047056",769.152,624.323,442.977,609.87,675.545,240.895
"ENSG00000047188",118.701,556.871,520.361,814.018,429.635,309.305
"ENSG00000047230",38,76.964,125,117.001,115,89
"ENSG00000047249",478,394.936,472.274,595.81,582,364
"ENSG00000047315",675,907.328,1431.001,1332,1436.831,685.999
"ENSG00000047346",358.999,716,527,603.999,529.001,185.999
"ENSG00000047365",348,963.999,638.012,1174.052,1036,471
"ENSG00000047410",1364.001,1753.528,1968.079,2575.238,2252.327,1239.215
"ENSG00000047457",5,9.001,24,29.999,106,109.001
"ENSG00000047578",99.004,232.466,218,364.701,245.701,198.002
"ENSG00000047579",672,176.001,436,201.999,568.999,181
"ENSG00000047597",8,46,56,146,48,17
"ENSG00000047617",1467,37,290,11,978,117
"ENSG00000047621",250.906,124.44,341.965,203.644,370.455,126.462
"ENSG00000047634",196.129,620.975,222.965,386.001,182.622,75.775
"ENSG00000047644",3578.005,598.009,2160.104,563.225,2184.62,1106.994
"ENSG00000047648",1,19,17,39,16,5
"ENSG00000047662",66.875,103.712,113.625,80.119,94.444,39.934
"ENSG00000047849",723.05,1256.793,1489.877,2114.632,1516.969,2262.967
"ENSG00000047932",620,221,632,277,863,220
"ENSG00000047936",2.613,10.449,1.327,5.403,1.134,8.649
"ENSG00000048028",40.942,310.846,289.535,333.215,303.229,179.907
"ENSG00000048052",30.071,125.638,322.943,236.214,154.881,61.75
"ENSG00000048140",64,267,239,369,262.999,241
"ENSG00000048162",82,59,145,139.001,105.938,87
"ENSG00000048342",6.132,54.368,52.992,65.837,42.573,52.045
"ENSG00000048392",679,287,856.523,434,961,250.851
"ENSG00000048405",308,484,508,483,491.999,244
"ENSG00000048462",9,9,41,18,23,4
"ENSG00000048471",434.995,688.363,648.697,1374.847,967.711,375.08
"ENSG00000048540",1.001,0,2,1,0,0
"ENSG00000048544",1476.144,165.375,874.748,195.398,1048.634,197.038
"ENSG00000048545",0,12.058,0,0,9.911,3.3
"ENSG00000048649",1177.372,772.964,1444.941,834.682,1545.766,563.423
"ENSG00000048707",603.001,911,781,1591.24,878.335,794.002
"ENSG00000048740",345,2953,2486.999,2619,2186.999,863
"ENSG00000048828",3251.912,1711,4690.487,2698.585,5088.055,1857.068
"ENSG00000048991",135.377,327.972,317.455,379.908,349.155,248.035
"ENSG00000049089",5,146,119,130,75,41
"ENSG00000049130",4,3,0,19,21,36
"ENSG00000049167",99.785,140.856,188.422,162.384,118.606,117.733
"ENSG00000049192",415.999,55,257,55,223,50
"ENSG00000049239",108.251,780.413,576.984,1256.603,755.434,912.306
"ENSG00000049245",4613,798.002,3039.787,976,4072.014,831.987
"ENSG00000049246",58,63,60.392,84,82,62
"ENSG00000049247",0,6,48.607,62,1,17
"ENSG00000049249",12.986,441.545,70.052,690.6,74.939,195.023
"ENSG00000049283",21,8,27,8,35.999,79
"ENSG00000049323",164,63,135,204,219,4434.001
"ENSG00000049449",780.124,181,351.161,257.949,584.474,435.508
"ENSG00000049540",0,19.965,2,15.02,16.044,68.001
"ENSG00000049541",566.105,188.283,462.33,228.752,507.507,210.878
"ENSG00000049618",980.204,1384.992,1438.401,1786.114,1717.433,765.274
"ENSG00000049656",1439.999,699.001,992.002,1013.999,1228,597
"ENSG00000049759",929.996,156.284,335.811,312.441,864.692,284.36
"ENSG00000049768",3,35,1,44,1,21
"ENSG00000049769",219.005,55.443,81.494,64.831,114.987,32.036
"ENSG00000049860",1962,1467.001,2240.999,3046,2808,13025.999
"ENSG00000049883",65.846,64.988,117.688,57.561,128.132,39.403
"ENSG00000050030",2,1,4,2,5,7
"ENSG00000050130",98.999,176.253,377.055,232.394,352.116,240.999
"ENSG00000050165",5,134,19,116.001,78.003,1219
"ENSG00000050327",1785.107,156.702,380.239,122.228,929.049,348.415
"ENSG00000050344",15,179.881,90.919,139,259.941,650.928
"ENSG00000050393",1775.705,177.12,1115.588,215.469,1420.547,200.397
"ENSG00000050405",521,136.835,343.001,285.831,775,1295.957
"ENSG00000050426",944.011,359.087,461.039,444.304,718.363,234.299
"ENSG00000050438",3.276,114.764,71.584,124.677,62.475,47.819
"ENSG00000050555",0,16.625,3.151,5.387,5.882,6.447
"ENSG00000050628",0,18,1.167,10,4,111
"ENSG00000050730",4,275.934,5.499,1014.99,9.596,133.747
"ENSG00000050748",2754.79,375.015,1459.527,363.039,2070.893,379.482
"ENSG00000050767",0,14,4,31.163,19,21
"ENSG00000050820",2918.001,111,1300.999,113,1616.842,615.999
"ENSG00000051009",120,1021,727.001,721,569.999,268
"ENSG00000051108",2074.379,3170.044,2500.262,3675.499,2230.257,1619.513
"ENSG00000051128",118.955,319.79,510.278,373.088,469.816,263.981
"ENSG00000051180",10,20.862,22.539,54.001,28,91
"ENSG00000051341",1,33.28,12.836,79.531,27.258,56.688
"ENSG00000051382",1913,522,1863,680,1885,905.999
"ENSG00000051523",197.91,4518.177,4352.969,5318.496,3019.092,1255.192
"ENSG00000051596",43.239,117.966,238.371,187.614,192.797,133.944
"ENSG00000051620",3130.001,331.472,2265.545,465.991,2842.807,422
"ENSG00000051825",129.321,359.485,203.87,479.888,219.123,193.082
"ENSG00000052126",815.058,274.459,604.212,189.893,717.985,339.291
"ENSG00000052344",637.988,30.264,205.003,66.745,417.517,1733.04
"ENSG00000052723",509.506,258.879,473.887,252.489,622.624,153.898
"ENSG00000052749",75.364,1014.346,673.495,1811.948,465.837,558.931
"ENSG00000052795",1117.999,1912.005,470.031,3740.576,494.908,688.003
"ENSG00000052802",168.183,114.928,181.214,126.328,133.149,73.103
"ENSG00000052841",665.001,709.999,1000.001,1074.001,1117,685
"ENSG00000052850",0,0,0,0,0,0
"ENSG00000053108",0,8.924,2,0,0,2.892
"ENSG00000053254",934.963,2074.12,1775.294,2495.948,2050.977,1104.549
"ENSG00000053328",2,6.196,1.957,1.962,0,0
"ENSG00000053371",358.81,108.191,363.969,199.921,520.953,184
"ENSG00000053372",259.599,142.628,295.993,219.887,273.835,122.094
"ENSG00000053438",0,3,4,7,0,0
"ENSG00000053501",468.288,189.865,269.006,238.063,272.02,77.889
"ENSG00000053524",5.656,36.354,24.591,57.645,24.375,20.144
"ENSG00000053702",0,4.189,1.045,0,2.223,0
"ENSG00000053747",66,12,43.001,85,219,2482
"ENSG00000053770",805,232,789,261.999,730,176
"ENSG00000053900",106,302.001,436.999,335,398,222.999
"ENSG00000053918",15,393,379,582,413,200
"ENSG00000054116",2532.999,308,1353,369.585,1825.085,393.001
"ENSG00000054118",2570,1579.999,2517,2101.999,2729.999,1063.982
"ENSG00000054148",684,115,405.999,181,432,222
"ENSG00000054179",0,1,1,1,0,1
"ENSG00000054219",17.194,298.972,353.809,452.948,372.99,178.438
"ENSG00000054267",1016.312,2139.426,1586.377,2036.295,1513.995,732.345
"ENSG00000054277",1762.729,270.823,956.317,653.263,1231.591,602.424
"ENSG00000054282",314.187,298.719,536.663,438.318,524.434,248.639
"ENSG00000054356",0,1,1,2,2,0
"ENSG00000054392",18,45,39,43,59,44
"ENSG00000054523",209.864,1409.128,533.278,2111.116,643.476,618.191
"ENSG00000054598",11.001,39,9,40,24,129.983
"ENSG00000054611",788.13,418.844,743.455,521.703,965.609,277.36
"ENSG00000054654",1092.856,1941.157,1021.682,2690.015,1471.346,1844.424
"ENSG00000054690",660.459,40.704,356.705,38.292,434.715,32.375
"ENSG00000054793",11,91.775,34.612,161.413,24,122.001
"ENSG00000054796",0,0,0,0,0,0
"ENSG00000054803",0,0,0,0,0,0
"ENSG00000054938",0,0,0,0,0,0
"ENSG00000054965",584,621,500.14,788,767,395
"ENSG00000054967",170,2707.999,1571,3173.999,1149,840.999
"ENSG00000054983",86.908,845.295,789.628,1267.167,613.016,528.001
"ENSG00000055044",597,1284.001,623,1318.999,756.941,513
"ENSG00000055070",7841,1627.001,3255.999,1764,5201,1133.999
"ENSG00000055118",3,113,18,282,41,58
"ENSG00000055130",1665,739.007,1599.987,1307.3,1741.002,707.963
"ENSG00000055147",174,106,259,113.001,258,76.001
"ENSG00000055163",252.002,2619.004,943.998,2755.003,1130.005,1208
"ENSG00000055208",3286.248,3293.002,2755.003,3523.834,3345.462,1209.995
"ENSG00000055211",1071.775,345.34,584.189,371.615,827.268,414.592
"ENSG00000055332",846.583,694.363,1361.2,872.877,1356.594,612.744
"ENSG00000055483",612,4329.999,609.001,6394.001,732.999,1397.999
"ENSG00000055609",3117.474,2789.003,3505.141,4347.029,4743.251,1879.133
"ENSG00000055732",25.158,9.031,8.054,24.859,12.017,14.343
"ENSG00000055813",0,9,0,1,2,16
"ENSG00000055917",3260.992,1567,3102.989,1726.988,3489.999,986
"ENSG00000055950",705,144,542.999,152.001,674,257
"ENSG00000055955",0,120.556,48.5,94.897,55.648,47.31
"ENSG00000055957",0,0,1,2,8,0
"ENSG00000056050",109,52,146,55,151.08,73
"ENSG00000056097",2644,738.999,1992,994,2491.999,620
"ENSG00000056277",19.378,50.903,51.493,58.48,50.739,39.054
"ENSG00000056291",558.003,16,129.005,11.007,139.001,23.21
"ENSG00000056487",0,0,0,0,0,0
"ENSG00000056558",47,6244,150,15665,160,2583
"ENSG00000056586",1563.004,654.74,1312.243,826.563,1692.72,561.089
"ENSG00000056736",0,5,0,6,6,21
"ENSG00000056972",1451.592,452.583,820.927,551.891,1110.724,302.701
"ENSG00000056998",0,0,0,1,1,10
"ENSG00000057019",84,66.925,49.458,192.142,64.508,385.741
"ENSG00000057149",0,0,0,0,0,0
"ENSG00000057252",58.734,1134.003,948.012,2281.436,911.06,760.253
"ENSG00000057294",1306.553,91.524,907.401,82.424,1264.624,872.866
"ENSG00000057468",4,4,1,1,4,1
"ENSG00000057593",0,0,0,0,0,0
"ENSG00000057608",3663,2050.669,4676.636,2937.667,5274.022,2057.301
"ENSG00000057657",63,1563,410,3404.999,1073,707
"ENSG00000057663",1977,264,1040.999,293.999,1266.001,258
"ENSG00000057704",21,1107,446.546,660,372,434
"ENSG00000057757",1717,456,1037,537.999,1080,234
"ENSG00000057935",1874.761,271.302,1062.011,200.987,1355.189,242.154
"ENSG00000058056",69.777,133.078,93.847,183.454,122.644,109.053
"ENSG00000058063",62,2664,861.001,2231.001,755,657
"ENSG00000058085",10.253,19.831,7.125,24.686,93.097,408.236
"ENSG00000058091",90,118.001,362,179,358,104
"ENSG00000058262",1375.402,2191.176,1915.359,3688.188,2292.624,2273.234
"ENSG00000058272",888.947,1360.788,1701.944,1399.712,1487.143,683.624
"ENSG00000058335",18,5.804,25.269,8.655,56.008,92.002
"ENSG00000058404",1,1,3,2,0,2
"ENSG00000058453",58.079,374.397,282.259,388.505,197.8,150.573
"ENSG00000058600",602.994,836.543,480.285,1450.703,610.201,389.015
"ENSG00000058668",180,1642,931,1685,826,933.999
"ENSG00000058673",2569.242,2580.226,3294.899,2187.04,3012.805,1392.261
"ENSG00000058729",411.397,135.983,325.563,189.513,258.557,124.522
"ENSG00000058799",666.001,200,501,220,637.001,203
"ENSG00000058804",29,143,144,224,153,147
"ENSG00000058866",27,35,122,64,95,33
"ENSG00000059122",135.883,251.714,205.417,254.497,293.66,307.639
"ENSG00000059145",370.222,178.728,298.685,147.391,387.354,128.798
"ENSG00000059377",77.001,1395.963,2223.994,1799.511,1597.015,429
"ENSG00000059378",34.001,372.001,731.001,703.999,566.998,353
"ENSG00000059573",563,198,270,312,491.001,388
"ENSG00000059588",147.724,459.585,275.142,558.812,223.566,346.346
"ENSG00000059691",127.999,72.872,167.977,136.351,214.336,117.193
"ENSG00000059728",3780.214,15163.755,6719.415,9569.51,5840.882,3274.984
"ENSG00000059758",199,915,415,1254,332,508.999
"ENSG00000059769",113.215,96.909,63.528,167.157,144.722,61.659
"ENSG00000059804",519.882,45525.485,9676.483,37615.068,17984.322,18370.735
"ENSG00000059915",4,46,5,44,3,11
"ENSG00000060069",401,1219,668.999,971,712,432.001
"ENSG00000060138",5229.392,2850.469,3900.329,4333.949,6053.519,1752.854
"ENSG00000060140",101,65,11,23,57,48
"ENSG00000060237",3433,3164.101,4008.009,5250.034,4660.142,2173.005
"ENSG00000060303",0,0,0,0,0,0
"ENSG00000060339",1145.988,876.18,1480.545,1025.059,1523.291,603.237
"ENSG00000060491",705,1042,1606.002,1054.999,1643,543.82
"ENSG00000060558",52,2238,683,2482.999,785,1319
"ENSG00000060566",0,1,1,5,1,0
"ENSG00000060642",270.331,121.729,151.382,144.48,186.61,128.443
"ENSG00000060656",54,6,24,22,33,185
"ENSG00000060688",385,140,389,241.001,363.999,143.999
"ENSG00000060709",0,0,0,0,1,0
