"","WT_1.gProcessedSignal","WT_2.gProcessedSignal","RNA5_TLR4_1.gProcessedSignal","RNA5_TLR4_2.gProcessedSignal"
"DDO",1.86914772086753,1.54699241750064,1.54778929468241,1.5254519676348
"KLK5",1.86362397136044,1.41170855928364,1.78416115354698,1.42918448623638
"LOC105375993",1.70654628799699,1.56856379001183,1.5792462059823,1.63355874638643
"PIWIL1",1.69279009228483,1.59983946218517,1.57601143790559,1.61850720679275
"C16orf54",1.56637428169283,1.61205710936126,1.64601006167037,1.66260720870664
"lnc-FNDC1-3",1.62535810798679,1.61679583033827,1.63010274242951,1.61460026581098
"HTR5A",1.5424827933129,1.64108497943186,1.67024657903208,1.63266608595041
"MYOCD",1.40232558318195,1.47387709071699,2.14696602121523,1.46260844962218
"lnc-AC005008.2.1-2",1.50652037614185,1.66000474315563,1.663281386346,1.65557539958262
"LOC105372448",1.51697112789613,1.6568983201403,1.66467169646789,1.64634825116259
"lnc-KLF3-1",1.60952201838987,1.57349158326096,1.63234934046599,1.66904984804928
"lnc-NLRP4-1",1.52371193387541,1.56901897490854,1.79476484303496,1.59643197598315
"LOC343052",1.51762418855927,1.65634897782379,1.66433951085743,1.64559494237867
"CDH18-AS1",1.61060476456522,1.57184390497042,1.63565331334564,1.66577963778876
"LOC285889",1.70434845519173,1.60672016594008,1.58647933544728,1.58621144095731
"HIST2H3PS2",1.68912146557806,1.59392939297196,1.57373983404668,1.62693512223865
"INSM2",1.70928010756526,1.60506806470633,1.60323295675176,1.56582658701624
"FAM53B-AS1",1.5026137286582,1.65260302021202,1.67021785869586,1.65771644199439
"LOC107986315",1.50452526982369,1.65074267784688,1.67184968962456,1.65580636907094
"LINC01527",1.58182328449139,1.59656936391195,1.62881315850542,1.67560721756214
"FER1L6-AS1",1.70250185382692,1.5697982434003,1.57660567793819,1.63370898924111
"lnc-ZDHHC17-3",1.56892089849032,1.60758710496331,1.639605641961,1.66622821177787
"HS3ST4",1.6973701089962,1.60283337781882,1.60918753944442,1.5726843870873
"XLOC_l2_006131",1.68846272809445,1.59245865418558,1.57308340580521,1.6280051205222
"LOC105369342",1.50062785458838,1.65940006773893,1.66270917842418,1.65920256241183
"VAV1",2.15836217468749,1.44206759744801,1.44476782027651,1.43666210620949
"SNORD113-1",1.59076438090163,1.58915740133513,1.62461995194416,1.67691101213104
"ESRG",1.49976775395068,1.6544339379122,1.66755421086253,1.65952365673613
"LOC105377284",1.58638916610466,1.49561358675787,1.53060463419795,1.86861325950543
"lnc-AC127496.3-7",2.00332988991127,1.63018407116443,1.4157181192009,1.43169024540223
"lnc-GPRC5A-1",1.68572035835472,1.60363410332371,1.61162630229275,1.57981797139127
"lnc-AL445989.1-4",1.70600062654875,1.60643039068943,1.58844655255259,1.57987607825204
"LOC102724194",1.40332838987878,1.4038462281861,2.27297465599957,1.4002596596085
"FMOD",1.43843251117087,1.38773010822532,2.26940580728683,1.38481059900095
"ANKRD65",1.51392045618151,1.65656659969715,1.66290967532359,1.64694487866645
"LOC101928495",1.50624862128544,1.65850078512529,1.66194396377095,1.65319561727314
"SLC7A3",1.60450429026503,1.61861147017715,1.64283771311553,1.61351071723362
"LOC102725080",1.69841257071466,1.60196940798378,1.60796546979194,1.5706623553765
"LOC101927839",1.69165744254965,1.57951956234514,1.57243780730175,1.63491413628544
"lnc-YPEL5-1",1.70823964326548,1.57000404007125,1.59014393825953,1.609879060382
"lnc-GADD45G-6",1.66283793468052,1.60584030201681,1.61509717196889,1.59387391023132
"lnc-KLF10-1",1.49790402817587,1.65517221945391,1.66456489927337,1.65941705399131
"LINC00276",1.54262693206033,1.85798698376106,1.587427442677,1.48887367919554
"ZFX-AS1",1.47933769785328,1.42499920398274,2.11417095652942,1.45786458169483
"lnc-ARRDC3-3",1.55684918472624,1.61868245807896,1.65266148911424,1.64798177043369
"lnc-MYO3A-1",1.69177802802731,1.59876888811064,1.57446411488162,1.61106895673923
"LOC105370805",1.70918677766805,1.604827163863,1.595401764955,1.56659276907083
"lnc-CYP7A1-1",1.68837954841195,1.59481503683693,1.57278421591174,1.61969851941884
"ZNF571-AS1",1.71097374060591,1.56005452940682,1.57893301004513,1.62560269585978
"PDE3B",1.70571504881513,1.60240206518593,1.60336298341746,1.56396008166787
"lnc-DUPD1-1",1.6079893660546,1.57188019440678,1.6275953984379,1.66729109234482
"lnc-C11orf74-2",1.57985166566042,1.59523323650311,1.62684332971656,1.67271566633618
"CXCL13",1.6197188750577,1.87613904442058,1.49468238390769,1.4838205148722
"LINC01497",1.47413186674314,1.40353087449873,1.40626928507681,2.18975523623841
"lnc-CMPK2-6",1.4818500547179,1.76767584206788,1.6186760925877,1.60522711921318
"SFRP5",1.52185964224075,1.63535735089826,1.68009239942992,1.63582565077613
"lnc-BCHE-1",1.67511080801804,1.56417466686896,1.7102791447851,1.52352893319613
"CFTR-AS1",1.52109803352453,1.65164171205369,1.66281145505051,1.63747052635613
"lnc-PTPRU-2",1.58849851046204,1.80157634779169,1.51512751968912,1.56766335294796
"COL2A1",1.68614286685873,1.58539647830249,1.57063511627957,1.62987147631785
"TCIM",1.66082272231446,1.74946043998002,1.5527290180046,1.50900000434468
"lnc-XRCC6BP1-3",1.70410402518452,1.60367626266586,1.58573432133718,1.57808570000868
"LOC105373587",1.69106469072525,1.57601143790559,1.57118565897355,1.63317432425799
"lnc-NDFIP2-4",1.53051899773774,1.51208266180741,1.8661403063599,1.56249408649008
"lnc-DPP4-2",1.90057340122897,1.48636039211381,1.53353688404037,1.55070021707835
"lnc-FAM160A1-3",1.58490407932564,1.58993427802369,1.62249699596877,1.67364949086402
"CRHBP",1.70788901891554,1.6039705261418,1.59197396612937,1.56696097804717
"TRIM63",1.68988341077145,1.57689743693634,1.57070883258795,1.6328810284893
"LOC105374802",1.51058894406834,1.64157908326242,1.67311192363314,1.64502015177847
"CLYBL-AS1",1.49177660809541,1.40374446577745,1.40326362687518,2.17137415958825
"lnc-FOXP1-1",1.8902372545911,1.52838828221845,1.50257451112959,1.54854752881563
"lnc-PNPLA3-1",1.5443879998094,1.63046478887289,1.66348898684924,1.63124208325649
"LOC440982",1.70787363878581,1.56002502674677,1.5763082946086,1.62524680746894
"LOC105379880",1.59865669450377,1.57893301004513,1.61941185109748,1.6723152238742
"lnc-SMOC2-5",1.37780032503416,1.3796539084901,2.33428318670281,1.37754728178558
"lnc-CR392000.1-1",1.59976641136272,1.577706800033,1.61939506535812,1.67155847957386
"SLC6A20",1.68632953904434,1.58085173316469,1.56994230848945,1.63119352814336
"MMP27",1.67100870705997,1.60227822739251,1.61038774169355,1.58446553696428
"lnc-RAB40A-1",1.49745983063157,1.65175251164276,1.66316680795344,1.65574641735331
"FTLP10",1.49433891099097,1.46574393293241,1.47259306963537,2.0351307181715
"LINC02527",1.50755543088967,1.64280982026454,1.67061396238418,1.64665272296081
"LOC105376093",1.62001876858225,1.61261594416327,1.62481663129939,1.61016676301336
"KRTAP5-3",1.72447814505856,1.54826013450282,1.58347515285505,1.61132557499763
"LOC105375773",1.98764729949121,1.49580046828508,1.47648328240882,1.50755543088967
"RFX6",1.77737963448442,1.54342317158822,1.54475135258837,1.60179257201448
"lnc-ZSWIM2-7",1.51055493192247,1.64040483617873,1.67263036899668,1.64348958560822
"LOC729254",1.60860140312634,1.61471577586693,1.63175420434154,1.61195879544827
"lnc-CD1D-2",1.50469249215865,1.64470873419147,1.6687055977441,1.64877064240718
"TMPRSS3",1.82757235977817,1.51669467308715,1.54042193147727,1.58202675303999
"PLD5",1.68536604853633,1.59138846577106,1.57044536857818,1.6193647377093
"TRIM48",1.55415465538316,1.70785855898417,1.61576166899978,1.5881459063277
"LOC100288728",1.97743063197055,1.50989906710249,1.49069468204168,1.48777922960778
"SERPINE3",1.55270607343874,1.9701272496127,1.48218581533021,1.46061168059243
"ST6GAL2",1.49712049019334,1.65544898212294,1.65802992670294,1.65500694204127
"lnc-FOXK2-1",1.70379738461229,1.60041966188271,1.60105895815257,1.5602880328587
"SOX17",1.49939821478997,1.65580050369279,1.65750153733005,1.65264808285104
"LOC105379342",1.42571086834803,1.45284097886551,2.14014285215549,1.44665294595934
"IGDCC3",1.72672284596396,1.44087648998312,1.86410594065481,1.43339692424552
"OR51V1",1.55665389373381,1.61369912258383,1.64637386047453,1.64779581289854
"lnc-CHODL-2",1.64096636951969,1.7756809180809,1.50748393077523,1.54032886817363
"LINC02088",1.68715049532063,1.59376631372492,1.5711208400037,1.61214025219472
"PAGE2",1.69797848637365,1.60036541007947,1.57779836121656,1.58787959627184
"lnc-CELF4-1",1.61847522690084,1.61222803837523,1.62396321770694,1.60928084964124
"lnc-TMEM18-7",1.73584989000763,1.58518001536804,1.5912471595191,1.55155344585308
"LDLRAD1",1.69504038181368,1.59829966721767,1.60383281333927,1.56619971355975
"lnc-NCOA3-2",1.840600807135,1.44651701353166,1.44726928133742,1.72897197882471
"LOC105370515",1.68345534663437,1.58481661498401,1.56881178160588,1.62616527392072
"LINC00911",1.68627736246615,1.5925423126306,1.57080489499647,1.61354680275837
"LINC01681",1.52953759348945,1.64298524596487,1.66283793468052,1.62761166636215
"PIP5K1B",1.82628555781872,1.43697723439234,1.44233973397487,1.75736134591668
"PALM2",1.62316294547449,1.61081855949819,1.62145697120777,1.60752185187582
"lnc-NUDT12-4",1.58621144095731,1.58609258110621,1.61872045296015,1.67177812080892
"lnc-DAP-2",1.41705097422511,1.48574829227075,1.48947456060853,2.07045521017984
"lnc-LSR-1",1.51986056696572,1.50859217519844,1.94638058186511,1.48789126257538
"lnc-GALNTL4-1",1.6881397021646,1.57407661596127,1.56895485687757,1.63084641575302
"VSX2",1.65121761564901,1.60399281776153,1.61241069042035,1.59426104367695
"KCNC2",1.45818956342732,2.00508070778788,1.50484262003014,1.49367539394936
"GAGE7",1.69853863149486,1.59150072880412,1.59835357790315,1.57328391970854
"LOC105371894",1.5053784162896,1.65369112423413,1.65675698473022,1.64519678515318
"lnc-UVRAG-1",1.4926013898999,1.68031013805178,1.64654422676955,1.64142956806189
"lnc-FAM98B-2",1.67171947030184,1.60010701437761,1.60784280662736,1.58082166214501
"LOC101929148",1.49815538032567,1.64765575478733,1.66273080609919,1.65178649532838
"LINC01734",1.49583107910011,1.65429329206988,1.65673508801861,1.65324760889937
"lnc-ZNF608-8",1.48274760539329,2.00079360360434,1.47552904885218,1.50077420911492
"LOC105374292",1.59115748740773,1.60315041658023,1.63258745626393,1.63294769394947
"lnc-PLAGL2-1",1.51222502897882,1.63691145836255,1.67129972046086,1.63939910667363
"lnc-C10orf11-3",1.50524198945049,1.64161938073458,1.66753523230339,1.64504599882631
"lnc-NLK-2",1.70088447666268,1.56100432406687,1.57188779440195,1.62558467462677
"lnc-GLA-1",1.42558465587733,1.95719279656968,1.5492105295697,1.52722387736609
"CYP4A22",1.52833227855978,1.90370866574628,1.52498861133524,1.50198595864079
"LINC02096",1.68581454764473,1.57532732976769,1.56810121906455,1.62967678609578
"LOC105372026",1.5190584681215,1.64110035369642,1.65473037212634,1.64399417011675
"LOC105376495",1.64466468096989,1.60455634948205,1.61314681038751,1.59644526702945
"CBY3",1.55576745689728,1.61167499960234,1.64358690095794,1.64700493865679
"HOXA1",1.727662180122,1.68482561071669,1.49650493812681,1.54879090688244
"lnc-ZNF736-1",1.63657938719005,1.79670221080055,1.51539452492335,1.50903227649757
"SLIT2-IT1",1.55995960045552,1.606598723293,1.6384277680884,1.65266148911424
"lnc-TMEM14A-2",1.37360209256828,1.37975090820615,2.32368287587363,1.38037210670684
"SIGLEC12",1.69632639573171,1.59667075296847,1.6014019161819,1.56270712574588
"LOC285766",1.44592520947991,1.42750831280359,1.43473392446888,2.14850295123486
"F13B",1.57273245051281,1.59440133984953,1.6238534503715,1.6654464180283
"lnc-FNDC3B-1",1.63223131361125,1.606703269105,1.61579799731369,1.6015159119788
"lnc-C10orf31-6",1.6957287176428,1.58702995331782,1.60255221093827,1.57070883258795
"lnc-ZCWPW2-1",1.70036541096008,1.59924520046513,1.58044877791987,1.57594242911344
"lnc-C9orf66-2",1.70562340035965,1.59884771433011,1.59515165120722,1.55636599081601
"XLOC_l2_010573",1.66626008190439,1.59980015714244,1.60778580036793,1.58212808572516
"XGY2",1.46294614529057,1.85083959542605,1.57900032774971,1.5628644231392
"lnc-SYNM-1",1.51330218633103,1.63495394862669,1.67054869775152,1.63646085664001
"LOC101927954",1.59635485053358,1.61357835551967,1.63682764574465,1.60788474367907
"SFMBT2",1.7018641599334,1.5969972510315,1.59857613973858,1.55694335409541
"LOC100192426",1.5985280824061,1.49919373353,1.47816109607194,1.87831380342301
"lnc-ECT2-1",1.43084186866988,1.51420678070344,2.02148773428886,1.48718056667311
"lnc-FAM153C-2",1.6981033144398,1.59607490710133,1.59994840203664,1.55890785949691
"OXCT2",1.57082770511483,1.79702913797153,1.51454841557635,1.57025315485818
"LOC107986841",1.56873031573665,1.5963148300039,1.62589849374565,1.66152232694652
"GRAP2",1.98499818180647,1.49012043896668,1.49858440001147,1.47863422460754
"LOC105377451",1.57488208756686,1.46534665490826,1.95531233851357,1.45672401603829
"XLOC_l2_000514",1.56679655012973,1.59812606638857,1.62739717935677,1.65985180488634
"DLEU7-AS1",1.51187739841321,1.64874174734178,1.65583062635709,1.63530837156986
"LINC02576",1.82375832292336,1.53524274453609,1.52161841834013,1.57099764109629
"MSX2P1",1.68483202862787,1.59143438897712,1.56862940914237,1.6062166587473
"lnc-SLC20A1-1",1.8201618786711,1.52573651939343,1.54028870959296,1.56491671598417
"TMEM26",1.52841552484547,1.63886379401791,1.65953870568387,1.62380345846205
"BCL6B",1.50968590789104,1.63533348704103,1.66779254190058,1.63734461373269
"lnc-ATG2B-3",1.47522696055126,1.56874008119627,1.85428415072593,1.55178068193423
"OR4N5",1.58953434064827,1.57946766188322,1.61261594416327,1.66815925536694
"lnc-CHSY1-1",1.55715596840375,1.59558633880791,1.6232513395147,1.67372784916399
"RIBC2",1.6590485228086,1.59888176777955,1.60654900247656,1.58343994068011
"lnc-RP11-334E6.3.1-1",1.54410690345284,1.58552053069613,1.60905992613238,1.70883762084545
"lnc-SARS-1",1.51046142923798,1.63402289778046,1.66723563061997,1.63557792697586
"XLOC_l2_015520",1.65408455405718,1.59963916473817,1.60722106483688,1.58629380619327
"LINC00458",1.55195073418856,1.56757881785734,1.57310433608896,1.75453070217101
"LINC00561",1.59249114618615,1.57622141641792,1.61123241958563,1.66703208326039
"LINC01815",1.88270336229287,1.52922741923175,1.53562863508934,1.4988075321557
"XLOC_l2_006812",1.60378521342519,1.56692697075199,1.61451077359458,1.66105252306532
"MRAP",1.51670765729418,1.42125070983059,1.42125070983059,2.08689495762517
"LINC02147",1.60628427377847,1.56414411454678,1.61812616775277,1.65738460981668
"LINC02403",1.40847841868484,1.40396687613905,2.21491645468892,1.41829734836709
"LINC01614",1.497643487452,1.64244397950521,1.65940006773893,1.64596887232903
"LOC101927419",1.61886013583627,1.59695330155981,1.62466238812336,1.60478905973548
"IL20RA",1.57033429281946,1.59287561505762,1.62082312648418,1.6611347974438
"lnc-SLC25A2-4",1.47135112809467,1.57939997138413,1.82659590909371,1.56773154512012
"LINC02506",1.68424912475458,1.59427910021631,1.6010791613366,1.56522309219515
"ZPBP2",1.54732779954432,1.61538160621444,1.64691923863685,1.63489002514847
"RFTN2",1.66203796657699,1.597191821617,1.60468954983209,1.57998944546846
"CASC9",1.51531658945131,1.64006333807642,1.64704628032146,1.64130536669043
"lnc-BTF3L4-2",1.91343124076415,1.74545667437611,1.38853130479939,1.39626265493152
"LINC02533",1.51654931354454,1.62897090877845,1.66911493811195,1.62900944151867
"ANGPTL5",1.50010351949795,1.65005672133127,1.65153365122793,1.64156755291169
"lnc-AC069368.3.1-1",1.50891742943151,1.64705677527027,1.65316774686341,1.63387264698688
"lnc-HSP90AA1-3",1.55221343413416,1.60843885230001,1.64021155796792,1.64209498297545
"TMEM244",1.53410653597514,1.6302780617553,1.65716881077697,1.62137263780609
"LOC105375823",1.77859705555278,1.57098859591114,1.5598081920222,1.5335022237251
"LRIT3",1.92260971944884,1.48735324098138,1.49152212027568,1.54077628321105
"ADAMTS15",1.88621193806913,1.64901485347661,1.45384492520881,1.45291684501858
"lnc-ACOT12-2",1.9659763423217,1.49770330217372,1.50098987748414,1.477308946553
"LOC101928163",1.77068921439714,1.53579842041617,1.55095032746316,1.58453256044808
"INSL4",1.68093411124197,1.58704701248322,1.56569481988089,1.60724618036051
"lnc-TGDS-1",1.58555054598751,1.57926139400272,1.61009694183205,1.66558451889082
"LOC100996447",1.52117673263014,1.88040987827262,1.49998115647573,1.53891642448671
"lnc-APBB1IP-1",1.56803691243212,1.59275347003048,1.6205724968497,1.6590485228086
"TCEAL3",1.58746852176004,1.61100946539158,1.63855975102953,1.60331735576796
"STARD6",1.73396850583038,1.57708566001646,1.57230801547713,1.55695627490726
"BRINP2",1.54931752081941,1.61053139295764,1.64206055582498,1.63791539627476
"FCRL3",1.69959793197118,1.59289691488613,1.59501525105188,1.55188044309952
"lnc-RIOK2-1",2.03279458795418,1.47577010475194,1.4728979046129,1.45775784450763
"APOBEC3H",1.56391625716699,1.59563398889099,1.62377307889431,1.65567637607224
"lnc-CCDC63-2",1.61710179884459,1.61143556955863,1.60676008823338,1.60363410332371
"C1orf141",1.39359938721889,1.4078094538762,1.41494292801466,2.22232345440056
"LOC105371544",1.49332974375245,1.63664692208661,1.65098468210103,1.65751257972778
"OR2Z1",1.49136974446359,1.64776852421315,1.65137746133345,1.64776852421315
"G6PC",1.50420151162392,1.63504747617787,1.6615524548964,1.63741535798169
"LOC105372760",1.55673421789438,1.60226417703793,1.63187863855541,1.64732918511976
"XLOC_l2_011001",1.54424314856109,1.61636400154751,1.64730501432034,1.63022658267241
"lnc-ACSM5-2",1.51300873488047,1.6293929800249,1.66588870999277,1.62983187559372
"XLOC_l2_004843",1.43648132922419,1.46276112059132,2.0833325791386,1.45522388449322
"LOC105373191",2.21734072100341,1.40490991301436,1.40059466707229,1.41478106283907
"LOC107986739",1.63003875219058,1.5374322128344,1.72689754248186,1.54317418773558
"GRM8",1.7306403514976,1.44605461538906,1.4448914743866,1.81577642157087
"SLC10A4",1.49197764578467,1.85003514353064,1.55701380291266,1.53829784511451
"lnc-AWAT2-1",1.62136767307749,1.52355863012154,1.78038487084775,1.51169016863119
"PCAT29",1.8531287929547,1.59038938029327,1.51336330452511,1.47991648685695
"TSSK1B",1.90507120022867,1.51737450753299,1.51734368980255,1.49697253876792
"XLOC_l2_003839",1.69452050513704,1.59185131594874,1.59604290314944,1.55432707209425
"LOC105371942",1.62045404722797,1.519411749965,1.81156241857598,1.48499271938629
"OR2AP1",1.49104466097253,1.64589381638665,1.65210889460528,1.64731917511281
"FAM71A",1.95332717837724,1.63801194407019,1.41344688068349,1.43154670101575
"SPO11",1.50473106064534,1.63407373187384,1.6614426296163,1.63602341106371
"lnc-GTF2B-3",1.69540400574783,1.59177396364379,1.59558633880791,1.55337728236131
"SLC2A9",1.58496985551391,1.60998374079729,1.63909430316285,1.60182865433858
"lnc-TCTEX1D1-1",1.69001632568421,1.59172487516454,1.57000404007125,1.5840320354548
"PER4",1.58378465811016,1.57885477450779,1.60895329807066,1.66404742725695
"RBMXL2",1.55444488646617,1.60313452234954,1.63295730370847,1.64499481290182
"LINC01537",1.40721156983842,1.39391874196219,1.56290172844293,2.0714769707054
"TNFRSF13B",1.63215537927632,1.60082498751331,1.60867143828143,1.59365031218477
"lnc-TCL1B-1",1.52176118407448,1.63740695682055,1.65417853800674,1.62136767307749
"EFCAB14-AS1",1.54855172726098,1.6085528805093,1.64026731199019,1.63716302478745
"KLK7",1.48195451324418,1.4760106671924,1.48566152353471,1.99075925287341
"lnc-C11orf46-1",1.70291212479031,1.54950176571647,1.56801494055045,1.61390853818355
"CDH8",1.48197691297562,1.57845275088808,1.82467515232015,1.54910603204194
"LOC105374764",1.56984732149686,1.58893630741667,1.61623001342512,1.65902404235571
"lnc-CCDC57-1",1.82316090410163,1.49246249283071,1.47956573902878,1.63850925628277
"lnc-GLS-1",1.44944150334023,1.90384915014383,1.56000334710526,1.52037089526756
"AADACL4",1.52932618962248,1.63118179803232,1.65458971556428,1.6185215405821
"lnc-C22orf34-2",1.4514019350751,1.58992094791397,1.81422990637001,1.57797518460756
"SEC14L6",1.39077072555613,2.12380184756669,1.46238511224631,1.45601387817121
"MMP11",1.67288920362685,1.56930286027801,1.55317575991806,1.63737429459291
"LOC105375075",1.42435934666072,1.39513934936206,1.39704108364558,2.21619926648249
"LINC01843",1.73778997436372,1.56859416105964,1.57415536788708,1.55219386280113
"KISS1R",1.67746214683456,1.58395563812717,1.56350788760379,1.60770286446044
"lnc-TMEM99-4",1.67539051625985,1.57697799573907,1.56233604079308,1.61787245368456
"TREML5P",1.73714274307792,1.56803691243212,1.5751047522183,1.55221343413416
"lnc-JPH1-1",1.58962936878576,1.60899290819971,1.62968736599239,1.60393104961741
"lnc-PGAM1-1",1.67487785388212,1.5923211287159,1.59889289920005,1.56585123918213
"ADH6",1.54224106347039,1.80586635681784,1.55423486225633,1.5291720687706
"lnc-RTTN-2",1.54321483512339,1.61376221917754,1.64493985723403,1.62926506967489
"lnc-SERINC1-2",1.52037089526756,1.63691762150103,1.65276437295881,1.62055665204769
"LOC105377395",1.69226097883732,1.555199138689,1.56389784251523,1.61919404824349
"GPR50-AS1",1.52976960222036,1.55506285223355,1.81062999891164,1.53505154374203
"NAP1L2",1.5134493478343,1.64085602129517,1.65112458229916,1.62495799179257
"lnc-SLC25A30-1",1.4367494623306,1.40077489083886,2.19601115707154,1.39675993282232
"lnc-SLC35F5-5",1.41011717407224,1.3950553696483,2.2142621698933,1.41063193273988
"lnc-PTRH2-1",1.52194180815734,1.89038321385875,1.48798739199595,1.52948701998582
"PRSS50",1.69734480075302,1.59030323705887,1.59224311938507,1.54932468099265
"lnc-IGFBP1-1",1.49535213845388,1.63833805843202,1.6544339379122,1.64105785619798
"ZNF252P-AS1",1.60653711446587,1.55769035678514,1.61634255298647,1.64814408770888
"LOC105378991",1.54863885899044,1.60582979988582,1.63640450931306,1.63778478533143
"C1orf137",1.8644336210739,1.53302289320018,1.51127878923395,1.51974525851542
"LINC01342",1.69909951546623,1.59033271887572,1.59052769674188,1.54846135883374
"lnc-SPATA7-1",1.96797034919116,1.496286103976,1.48523399172625,1.47881413228023
"OR5K4",1.83285670008077,1.39886154873875,1.39709154367373,1.79895018086504
"OR6C76",1.51166527793773,1.62703646364742,1.66253373425674,1.62648342213856
"lnc-C7orf10-1",1.55208635924772,1.60215859164607,1.63211010128014,1.64120367353097
"LOC107985820",1.58210359768941,1.60848171792635,1.63657938719005,1.60035287836055
"lnc-MEIS1-4",1.5065030177849,1.62968736599239,1.65997862894396,1.63088072951632
"TCEAL7",1.850614067207,1.50907720370012,1.51866603854127,1.54855172726098
"SULT1B1",1.62070689285571,1.60105895815257,1.60928084964124,1.59565008425737
"DEFB103A",1.92748688461869,1.49672513888619,1.48064054456973,1.52179959252629
"FBLN5",1.56338034676688,1.56703406335818,1.58926613288328,1.70669427800469
"LOC105373013",1.52380063627595,1.63289914411163,1.65245193111377,1.61715194259472
"ALDH1L1-AS2",1.55004646568126,1.60323295675176,1.6328810284893,1.63932093594488
"lnc-DIO3.1-1",1.6752074187514,1.58050286581921,1.56188795393276,1.60771727683005
"lnc-HMGB2-4",1.48889252683582,1.64422662611555,1.64784486206065,1.64432766265728
"lnc-WRB-1",1.67327297153644,1.57488785136426,1.56091144272542,1.61621537265491
"lnc-KLF6-5",1.55507737565946,1.59871109410499,1.62648342213856,1.64489941875059
"LINC00380",1.69253692595226,1.590167378573,1.57098859591114,1.57134337129313
"lnc-TMEM86A-1",1.72689754248186,1.43395666821247,1.43952362179759,1.82438373846033
"PKD1L1",1.42977510848239,1.39444920713963,1.39547673319946,2.20502935132537
"LOC101926905",1.61233692497344,1.60237957261293,1.61108481649345,1.59854265952842
"lnc-SCGB3A2-1",1.50463182227915,1.642702653632,1.6477113576321,1.62928853606135
"LOC102546229",1.49179651686256,1.63975798529368,1.6507752732626,1.64197748167253
"BPIFA3",1.67460372111757,1.57959669345892,1.56118096134709,1.60887556013271
"LOC107985134",1.47837317464657,1.95840536478196,1.49907809179696,1.48812513354818
"LINC01166",1.66341752738155,1.47624656754818,1.52040369856678,1.76350461121642
"lnc-KCNJ12-5",1.67408236196872,1.56965461429543,1.5602880328587,1.61933786266675
"lnc-CD180-7",1.52419565343422,1.63119352814336,1.65178649532838,1.61609322300958
"NOL4",1.74412883811012,1.56641072249034,1.57264547284486,1.53964512361508
"SPATA46",1.70055333749494,1.58982954530838,1.58496985551391,1.54730962265904
"LILRP2",1.70020307448919,1.5894468358109,1.58638916610466,1.54658982317459
"LOC107983963",1.86401282656885,1.52433362596943,1.5346287002206,1.49954020404387
"TNFSF15",1.69781603705391,1.59086550361875,1.57662836182234,1.55701380291266
"DEC1",1.58646938340008,1.86628765535284,1.47327346806394,1.49624701573188
"TXNDC12-AS1",1.84196443522727,1.53187304152465,1.54280051094578,1.50561551384008
"lnc-CAP2-1",1.68151123008525,1.58592863652824,1.56404733303038,1.59005459559936
"RNASE2",1.49133558736363,1.64493985723403,1.64497711378153,1.64011919237714
"LOC105373593",1.66052655075272,1.5914008544553,1.59836141678893,1.57102142534624
"NXF4",1.48897799931672,1.64113000748497,1.64827999496118,1.64247826985403
"lnc-OTX2-3",1.6899660041225,1.5885541653061,1.5689368357768,1.57292915122438
"PCDHA8",1.69457813101249,1.57458999709513,1.59143438897712,1.55973248843162
"C1QTNF9",1.48807674710611,1.64332346778743,1.64618945791438,1.64268311193153
"YIPF7",1.58004310007637,1.60716979785777,1.63338013988762,1.59949671029804
"A1BG-AS1",1.52044339375388,1.63299549674705,1.65010499694801,1.61644427994505
"LOC286059",1.48670925139512,1.56763759930654,1.81449400344504,1.55097502739232
"C1QTNF7",1.49924387792615,1.63207930061092,1.65432819757058,1.63414811353359
"lnc-FSIP2-1",1.49305734809805,1.64436472036519,1.64471977379603,1.63760712482575
"S100A8",1.51570672859842,1.62211513243067,1.66152232694652,1.61997510273775
"lnc-VWDE-4",1.67988467873525,1.58501841743942,1.56317972900265,1.59121001116813
"GJB6",2.13209290540983,1.43266585924843,1.43047155157664,1.42384283770606
"DISP3",1.6634329291553,1.5902594496073,1.59731059865387,1.5679922435843
"CFAP300",1.57188779440195,1.94080898599703,1.458653536074,1.44700375199596
"OR6F1",1.69594836820858,1.58187968577882,1.56126402036568,1.5792462059823
"lnc-IFNK-2",1.53969849770027,1.6125289451928,1.64259960553267,1.62323587661419
"lnc-YES1-1",1.61750362065093,1.5127382632728,1.51313688718721,1.77459426143299
"C9orf57",1.5527290180046,1.5977022667994,1.62592169204609,1.64150651291878
"LOC105370546",1.56705106076112,1.58567416407817,1.61081855949819,1.65422678795813
"PCDHB15",1.53033992149548,1.62366213959923,1.64928393969269,1.61445255938593
"LOC101927410",1.5697982434003,1.7636694047817,1.55591295241278,1.52805525219753
"BLK",1.37301723316687,1.42421260545349,2.20438572825873,1.41549012651567
"lnc-C8orf85-1",1.68313138499221,1.58758477901935,1.59330475143276,1.55303409144321
"LOC102723517",1.69502269885073,1.55950119893037,1.55185881200356,1.61003803287245
"LOC105377584",1.61630508198995,1.73219377427167,1.50922155893645,1.55844923342619
"lnc-TBCC-1",1.63430387791642,1.59469465197534,1.60163577644156,1.58542824682989
"KRTAP12-3",1.42493579859201,1.38679503364762,1.38727326952507,2.2168564905884
"lnc-RP4-604K5.1.1-3",1.51064509104577,1.6142567065485,1.64825875412632,1.6426676977732
"lnc-CLVS2-3",1.67585808689454,1.561763735485,1.55922556217108,1.61890125367637
