Gene_Symbol,comparacion,fc,pval,direction
HMGXB4,Clon/WT,-1.02289063696012,1.0,down
HMGXB4,RNA7_FN1/WT,-1.01824371085129,0.999928367935626,down
HMGXB4,RNA5_TLR4/WT,-1.11441093412474,0.502630650307189,down
CCDC117,Clon/WT,1.15243985463909,1.0,up
CCDC117,RNA7_FN1/WT,1.13818491737128,0.972758291516757,up
CCDC117,RNA5_TLR4/WT,1.00683007686391,0.977770277604664,up
RTN4RL1,Clon/WT,1.01354732044979,1.0,up
RTN4RL1,RNA7_FN1/WT,-1.05783357364556,0.998207836043923,down
RTN4RL1,RNA5_TLR4/WT,1.16731072145336,0.613297420247684,up
KCTD9,Clon/WT,-1.10493329852017,1.0,down
KCTD9,RNA7_FN1/WT,1.00774228267006,0.999928367935626,up
KCTD9,RNA5_TLR4/WT,-1.11230285645422,0.467314837085772,down
PMM2,Clon/WT,1.04078853937304,1.0,up
PMM2,RNA7_FN1/WT,1.17791218464977,0.528899651953755,up
PMM2,RNA5_TLR4/WT,1.00164194310738,0.993913579825933,up
NAPRT,Clon/WT,1.06673548882852,1.0,up
NAPRT,RNA7_FN1/WT,-1.24868529795622,0.906954450452425,down
NAPRT,RNA5_TLR4/WT,-1.01226406514751,0.976393372456564,down
TAF2,Clon/WT,1.06629819416074,1.0,up
TAF2,RNA7_FN1/WT,1.20450495152624,0.930957388813039,up
TAF2,RNA5_TLR4/WT,-1.11739931977693,0.552866081913817,down
PPIL2,Clon/WT,1.0305886281659,1.0,up
PPIL2,RNA7_FN1/WT,-1.09435199918785,0.991761448570479,down
PPIL2,RNA5_TLR4/WT,-1.31302839992589,0.0813477518439565,down
CRACR2B,Clon/WT,1.06464560329021,1.0,up
CRACR2B,RNA7_FN1/WT,-1.03208700816671,0.999685135534797,down
CRACR2B,RNA5_TLR4/WT,-1.00908485039016,0.972259549548266,down
FAM49B,Clon/WT,1.07240494690079,1.0,up
FAM49B,RNA7_FN1/WT,-1.08518341454161,0.800598066216913,down
FAM49B,RNA5_TLR4/WT,1.01663124636833,0.916216977942308,up
CCDC125,Clon/WT,-1.0004823475982,1.0,down
CCDC125,RNA7_FN1/WT,-1.10270266792889,0.987899525180865,down
CCDC125,RNA5_TLR4/WT,1.07055055797867,0.720773743257687,up
CHMP4C,Clon/WT,1.57001590655204,0.659382686598434,up
CHMP4C,RNA7_FN1/WT,-1.37901471794531,0.69713634719749,down
CHMP4C,RNA5_TLR4/WT,-1.00897127867379,0.976588715531843,down
N4BP1,Clon/WT,-1.36020558884224,1.0,down
N4BP1,RNA7_FN1/WT,-1.31175045202946,0.799098904401993,down
N4BP1,RNA5_TLR4/WT,-1.0691973989546,0.773614531727762,down
SLC25A40,Clon/WT,1.25482088595803,1.0,up
SLC25A40,RNA7_FN1/WT,1.07190912667854,0.994661799427606,up
SLC25A40,RNA5_TLR4/WT,1.03365012202609,0.910194493609149,up
EXT1,Clon/WT,1.25101044518768,1.0,up
EXT1,RNA7_FN1/WT,1.07663562239765,0.98235855162373,up
EXT1,RNA5_TLR4/WT,1.39411925903029,0.0029729763956372,up
ADGRA2,Clon/WT,2.22448956579923,0.151454792894867,up
ADGRA2,RNA7_FN1/WT,-2.11113042426017,0.0555701929869054,down
ADGRA2,RNA5_TLR4/WT,1.1576590715412,0.62079148021723,up
FBLN1,Clon/WT,1.23787544926852,1.0,up
FBLN1,RNA7_FN1/WT,-1.39495033888304,0.673750013135252,down
FBLN1,RNA5_TLR4/WT,1.74484327575043,0.0002158177976572,up
DNAJC14,Clon/WT,-1.07158357243126,1.0,down
DNAJC14,RNA7_FN1/WT,1.12844392696431,0.966546518884909,up
DNAJC14,RNA5_TLR4/WT,1.12300259037158,0.455798442219981,up
SETD9,Clon/WT,1.10747832471653,1.0,up
SETD9,RNA7_FN1/WT,-1.18259085590535,0.952046606180728,down
SETD9,RNA5_TLR4/WT,-1.14120863332441,0.459176887104572,down
C4orf33,Clon/WT,-1.22295961965099,1.0,down
C4orf33,RNA7_FN1/WT,-1.07009592486096,0.994643805515657,down
C4orf33,RNA5_TLR4/WT,-1.03593837111068,0.884318730132195,down
GZF1,Clon/WT,-1.00569300013844,1.0,down
GZF1,RNA7_FN1/WT,1.04667166120638,0.998207836043923,up
GZF1,RNA5_TLR4/WT,-1.38184608125741,0.0592537763913581,down
SPTLC1,Clon/WT,-1.10236998289682,1.0,down
SPTLC1,RNA7_FN1/WT,-1.14870827833417,0.853796792424836,down
SPTLC1,RNA5_TLR4/WT,-1.10211058399267,0.494254804478424,down
HEATR5A,Clon/WT,-1.08018512265066,1.0,down
HEATR5A,RNA7_FN1/WT,-1.56145027577889,0.396406066141989,down
HEATR5A,RNA5_TLR4/WT,-1.35162732877687,0.0830985188640156,down
ZNF529,Clon/WT,1.47309773777129,1.0,up
ZNF529,RNA7_FN1/WT,1.10516954709149,0.989140379452526,up
ZNF529,RNA5_TLR4/WT,1.045717205308,0.862027526037973,up
SPRTN,Clon/WT,1.02618594354252,1.0,up
SPRTN,RNA7_FN1/WT,-1.09255265469317,0.99303961442061,down
SPRTN,RNA5_TLR4/WT,-1.15853702711405,0.496070217946269,down
RGS4,Clon/WT,1.03943565439733,1.0,up
RGS4,RNA7_FN1/WT,1.20329191141926,0.945595066027756,up
RGS4,RNA5_TLR4/WT,-1.27421433912078,0.275206360497246,down
SPG7,Clon/WT,1.02150875579824,1.0,up
SPG7,RNA7_FN1/WT,1.00910531632295,0.999928367935626,up
SPG7,RNA5_TLR4/WT,1.19144236800806,0.220583726619724,up
C9orf40,Clon/WT,-1.19169786557779,1.0,down
C9orf40,RNA7_FN1/WT,-1.12806445108962,0.98235855162373,down
C9orf40,RNA5_TLR4/WT,-1.08039946814767,0.684449573285518,down
PTMA,Clon/WT,1.07121570382746,1.0,up
PTMA,RNA7_FN1/WT,1.01243552832162,0.998207836043923,up
PTMA,RNA5_TLR4/WT,1.31864817472324,0.0001774641849492,up
ITSN2,Clon/WT,1.14360016702684,1.0,up
ITSN2,RNA7_FN1/WT,1.30021718754103,0.849527440540407,up
ITSN2,RNA5_TLR4/WT,1.37039342978587,0.185296169565031,up
CAST,Clon/WT,1.0817562646216,1.0,up
CAST,RNA7_FN1/WT,-1.10100937671829,0.690284662388553,down
CAST,RNA5_TLR4/WT,1.14335340802282,0.224501851837647,up
STT3B,Clon/WT,1.08688848679798,1.0,up
STT3B,RNA7_FN1/WT,1.03257743719296,0.999685135534797,up
STT3B,RNA5_TLR4/WT,1.05970580027242,0.77019791408405,up
LFNG,Clon/WT,1.1545984245002,1.0,up
LFNG,RNA7_FN1/WT,1.07419863163794,0.993809511887536,up
LFNG,RNA5_TLR4/WT,-1.32961003423552,0.154583784908336,down
VLDLR,Clon/WT,-1.35524220014408,1.0,down
VLDLR,RNA7_FN1/WT,1.23949444018608,0.898368468479719,up
VLDLR,RNA5_TLR4/WT,-1.87113142186185,3.57396911797476e-05,down
CARD10,Clon/WT,-1.0917283352421,1.0,down
CARD10,RNA7_FN1/WT,-1.46401794922452,1.33594273130118e-06,down
CARD10,RNA5_TLR4/WT,1.00455194852626,0.977770277604664,up
CDKN2A,Clon/WT,-1.02028347683792,1.0,down
CDKN2A,RNA7_FN1/WT,-1.15992446182512,0.189865889025727,down
CDKN2A,RNA5_TLR4/WT,1.16990517648877,0.0597609351770979,up
JPT2,Clon/WT,1.2720458501943,1.0,up
JPT2,RNA7_FN1/WT,-1.22801258448237,0.0458783031268507,down
JPT2,RNA5_TLR4/WT,-1.02673705868945,0.846025616484478,down
RAB42,Clon/WT,1.55125395862836,0.535870553737574,up
RAB42,RNA7_FN1/WT,-1.19539474696839,0.943716683105965,down
RAB42,RNA5_TLR4/WT,1.20192361177928,0.269104882953897,up
ILF3,Clon/WT,1.01611436094696,1.0,up
ILF3,RNA7_FN1/WT,1.08952420160613,0.98235855162373,up
ILF3,RNA5_TLR4/WT,-1.28340806972927,0.0545236764014979,down
SRFBP1,Clon/WT,1.12498978359261,1.0,up
SRFBP1,RNA7_FN1/WT,1.0862340829852,0.992939064446896,up
SRFBP1,RNA5_TLR4/WT,-1.03500620702187,0.867671389096167,down
ABCA2,Clon/WT,-1.57421971663704,1.0,down
ABCA2,RNA7_FN1/WT,-2.57036049433872,0.0038874398424282,down
ABCA2,RNA5_TLR4/WT,1.0681635569913,0.810391305463101,up
WSB1,Clon/WT,1.05673379088063,1.0,up
WSB1,RNA7_FN1/WT,1.17217177752874,0.769290370816617,up
WSB1,RNA5_TLR4/WT,1.2978984630697,0.0274376873692974,up
GPC4,Clon/WT,-1.26602704494535,1.0,down
GPC4,RNA7_FN1/WT,1.17507969903647,0.968970565861636,up
GPC4,RNA5_TLR4/WT,-1.27523755162682,0.388536669981254,down
PCDHGA7,Clon/WT,-1.20152020732834,1.0,down
PCDHGA7,RNA7_FN1/WT,1.00531810960888,0.999928367935626,up
PCDHGA7,RNA5_TLR4/WT,-1.18141729916193,0.494937735399541,down
SERINC3,Clon/WT,1.07281813158977,1.0,up
SERINC3,RNA7_FN1/WT,-1.01998923302061,0.999928367935626,down
SERINC3,RNA5_TLR4/WT,-1.19834797357975,0.208243092567321,down
DENND1A,Clon/WT,1.15997985886123,1.0,up
DENND1A,RNA7_FN1/WT,1.22392853828517,0.920644651059938,up
DENND1A,RNA5_TLR4/WT,1.10262692382014,0.666260511460575,up
EMC1,Clon/WT,1.10527524295859,1.0,up
EMC1,RNA7_FN1/WT,1.18415949856846,0.951421000584541,up
EMC1,RNA5_TLR4/WT,-1.1634420467929,0.401760575273581,down
ALMS1P1,Clon/WT,1.03968650275264,1.0,up
ALMS1P1,RNA7_FN1/WT,-1.05077648874472,0.998207836043923,down
ALMS1P1,RNA5_TLR4/WT,-1.41413818169019,0.153513170826952,down
NDUFA8,Clon/WT,-1.03105751388544,1.0,down
NDUFA8,RNA7_FN1/WT,-1.00537070170879,0.999928367935626,down
NDUFA8,RNA5_TLR4/WT,-1.18802357813466,0.0497970377212335,down
EDRF1,Clon/WT,1.03672392995043,1.0,up
EDRF1,RNA7_FN1/WT,1.0724495854697,0.993809511887536,up
EDRF1,RNA5_TLR4/WT,-1.04028284460972,0.851477434238812,down
CNTRL,Clon/WT,1.13091871022316,1.0,up
CNTRL,RNA7_FN1/WT,1.0465274267475,0.998207836043923,up
CNTRL,RNA5_TLR4/WT,1.09769369298349,0.753114092157089,up
FUBP3,Clon/WT,-1.06369558815104,1.0,down
FUBP3,RNA7_FN1/WT,1.47414018856491,0.577409393637495,up
FUBP3,RNA5_TLR4/WT,1.13335696536688,0.643327322332177,up
SAMD1,Clon/WT,1.16681007715125,1.0,up
SAMD1,RNA7_FN1/WT,-1.21138781658185,0.933913410310708,down
SAMD1,RNA5_TLR4/WT,1.02768515376618,0.92229045937909,up
HMG20A,Clon/WT,-1.01138515879493,1.0,down
HMG20A,RNA7_FN1/WT,-1.09227424214517,0.992939064446896,down
HMG20A,RNA5_TLR4/WT,-1.12513472822756,0.54150251146337,down
NDUFB6,Clon/WT,1.02292381941457,1.0,up
NDUFB6,RNA7_FN1/WT,1.06559658358102,0.909114292969517,up
NDUFB6,RNA5_TLR4/WT,-1.040720917539,0.784784064017117,down
MAX,Clon/WT,1.1657351184307,1.0,up
MAX,RNA7_FN1/WT,1.20154724152605,0.947952004725401,up
MAX,RNA5_TLR4/WT,-1.58777620009668,0.038262591541058,down
TLL2,Clon/WT,1.57539680696993,1.0,up
TLL2,RNA7_FN1/WT,-1.07862605212512,0.993809511887536,down
TLL2,RNA5_TLR4/WT,-1.13604604761185,0.685786492924958,down
HIST2H4B,Clon/WT,-1.23868224555871,1.0,down
HIST2H4B,RNA7_FN1/WT,-1.33010948024092,0.0251232683226761,down
HIST2H4B,RNA5_TLR4/WT,-1.15860071766117,0.20707819808599,down
AFDN,Clon/WT,-1.76489204541074,0.0843213475117223,down
AFDN,RNA7_FN1/WT,-1.17431216945755,0.912274871138183,down
AFDN,RNA5_TLR4/WT,-1.16200654220794,0.292445207357101,down
RBM34,Clon/WT,1.03011330056147,1.0,up
RBM34,RNA7_FN1/WT,1.04276840556277,0.996257777335341,up
RBM34,RNA5_TLR4/WT,-1.08050700381161,0.628039497314685,down
SLC25A42,Clon/WT,1.56023613864939,1.0,up
SLC25A42,RNA7_FN1/WT,-1.92887989448093,0.117585882478885,down
SLC25A42,RNA5_TLR4/WT,-1.11900369161043,0.717115909553467,down
BNC2,Clon/WT,1.23491447735891,1.0,up
BNC2,RNA7_FN1/WT,1.0789621171815,0.993809511887536,up
BNC2,RNA5_TLR4/WT,1.77420055286916,0.0138045317048478,up
NUP160,Clon/WT,1.04213584512124,1.0,up
NUP160,RNA7_FN1/WT,-1.10021514269952,0.98251707250135,down
NUP160,RNA5_TLR4/WT,1.0376000770004,0.842033344425697,up
PLLP,Clon/WT,1.1195312879385,1.0,up
PLLP,RNA7_FN1/WT,-2.20573818316409,0.0308708252609771,down
PLLP,RNA5_TLR4/WT,2.42168100268892,3.76225487788091e-07,up
COPS4,Clon/WT,-1.08779914073213,1.0,down
COPS4,RNA7_FN1/WT,-1.10973254718573,0.863282743914385,down
COPS4,RNA5_TLR4/WT,-1.21079492852037,0.104125005917285,down
BOP1,Clon/WT,1.04086467979915,1.0,up
BOP1,RNA7_FN1/WT,-1.04695420024062,0.970378632505768,down
BOP1,RNA5_TLR4/WT,-1.04497457160714,0.759134685002977,down
EPHX4,Clon/WT,-1.02674529577958,1.0,down
EPHX4,RNA7_FN1/WT,1.12107239016224,0.983226424125626,up
EPHX4,RNA5_TLR4/WT,-1.17833184528014,0.41699404792676,down
SARNP,Clon/WT,1.05177015528537,1.0,up
SARNP,RNA7_FN1/WT,1.03407732588317,0.984123139130498,up
SARNP,RNA5_TLR4/WT,1.04159705519412,0.774372359994583,up
KRTAP4-11,Clon/WT,-1.08981500532787,1.0,down
KRTAP4-11,RNA7_FN1/WT,1.25859599103108,0.877211498452461,up
KRTAP4-11,RNA5_TLR4/WT,1.0685805419475,0.765644419116692,up
LAT,Clon/WT,-1.2408867218964,1.0,down
LAT,RNA7_FN1/WT,1.50034574805505,3.3562711256732e-06,up
LAT,RNA5_TLR4/WT,-1.35992679359423,0.0010647088242247,down
PRIM2,Clon/WT,-1.02674708085049,1.0,down
PRIM2,RNA7_FN1/WT,-1.13996895424278,0.874470540604337,down
PRIM2,RNA5_TLR4/WT,-1.42065350575098,0.0013446132231122,down
DCXR,Clon/WT,1.03882327470668,1.0,up
DCXR,RNA7_FN1/WT,-1.07927957062557,0.965413964459392,down
DCXR,RNA5_TLR4/WT,1.05097019187468,0.751299391342978,up
MSI2,Clon/WT,-1.02656193664125,1.0,down
MSI2,RNA7_FN1/WT,-1.302487419382,0.804142067799335,down
MSI2,RNA5_TLR4/WT,-1.34739090364718,0.0568873365963024,down
SMARCA1,Clon/WT,-1.00778379559832,1.0,down
SMARCA1,RNA7_FN1/WT,-1.03562326252686,0.999127731575614,down
SMARCA1,RNA5_TLR4/WT,1.05808469971611,0.7575248983317,up
FLII,Clon/WT,1.16488575665087,1.0,up
FLII,RNA7_FN1/WT,1.16067310284214,0.560282943532676,up
FLII,RNA5_TLR4/WT,1.11852647473203,0.397699989882816,up
COMMD8,Clon/WT,-1.01793916077303,1.0,down
COMMD8,RNA7_FN1/WT,1.1676176609018,0.320774854529133,up
COMMD8,RNA5_TLR4/WT,-1.34646177198462,0.0033873542341702,down
CLASP2,Clon/WT,-1.01769995880902,1.0,down
CLASP2,RNA7_FN1/WT,-1.11154214619945,0.98235855162373,down
CLASP2,RNA5_TLR4/WT,1.06157291967148,0.734170075856805,up
CASKIN2,Clon/WT,-1.05272076185762,1.0,down
CASKIN2,RNA7_FN1/WT,-1.00500263890769,0.999928367935626,down
CASKIN2,RNA5_TLR4/WT,-1.22073793848367,0.338016977734076,down
KLF11,Clon/WT,1.32280106093371,1.0,up
KLF11,RNA7_FN1/WT,-1.19227333588276,0.945764369155335,down
KLF11,RNA5_TLR4/WT,1.00463223466644,0.986927995417748,up
DFFB,Clon/WT,1.10660608149043,1.0,up
DFFB,RNA7_FN1/WT,1.05719546829823,0.998207836043923,up
DFFB,RNA5_TLR4/WT,1.07761501825576,0.751020107153191,up
ABCC2,Clon/WT,-1.08872758457202,1.0,down
ABCC2,RNA7_FN1/WT,-1.0815137971968,0.993809511887536,down
ABCC2,RNA5_TLR4/WT,-1.26578540097034,0.384521803865167,down
NOMO1,Clon/WT,1.16263457028765,1.0,up
NOMO1,RNA7_FN1/WT,-1.10934801601738,0.98251707250135,down
NOMO1,RNA5_TLR4/WT,-1.22143608184734,0.16984639332468,down
COPG1,Clon/WT,1.09270387735364,1.0,up
COPG1,RNA7_FN1/WT,1.05236761632818,0.998207836043923,up
COPG1,RNA5_TLR4/WT,-1.09082372062282,0.626653122208964,down
ANAPC7,Clon/WT,1.04262313609915,1.0,up
ANAPC7,RNA7_FN1/WT,-1.0724002050345,0.993809511887536,down
ANAPC7,RNA5_TLR4/WT,1.12333351375208,0.501593000090892,up
ECT2,Clon/WT,-1.13135075801735,1.0,down
ECT2,RNA7_FN1/WT,-1.02414200722732,0.999127731575614,down
ECT2,RNA5_TLR4/WT,1.12424516596308,0.405955324530385,up
CSRP2,Clon/WT,1.1086279374658,1.0,up
CSRP2,RNA7_FN1/WT,-1.65386369245674,0.001586213536743,down
CSRP2,RNA5_TLR4/WT,1.42351539355975,0.0002797065521232,up
IER3IP1,Clon/WT,-1.02877414865879,1.0,down
IER3IP1,RNA7_FN1/WT,-1.057276350278,0.992783934036837,down
IER3IP1,RNA5_TLR4/WT,-1.14421410095421,0.331322017661734,down
SETD2,Clon/WT,1.05887169346838,1.0,up
SETD2,RNA7_FN1/WT,-1.00382525235359,0.999928367935626,down
SETD2,RNA5_TLR4/WT,-1.08259944763676,0.732646703990611,down
TBK1,Clon/WT,1.02130055894655,1.0,up
TBK1,RNA7_FN1/WT,1.08796982921969,0.991761448570479,up
TBK1,RNA5_TLR4/WT,-1.20286704828482,0.234789018562721,down
CDKAL1,Clon/WT,1.05824895404435,1.0,up
CDKAL1,RNA7_FN1/WT,1.00093808476368,0.999988241630041,up
CDKAL1,RNA5_TLR4/WT,-1.12586432442878,0.534979119256014,down
NT5DC2,Clon/WT,1.15205847111386,1.0,up
NT5DC2,RNA7_FN1/WT,1.05736621260218,0.976807561537305,up
NT5DC2,RNA5_TLR4/WT,1.08661668571795,0.550346204794267,up
EIF2A,Clon/WT,-1.19256450515362,1.0,down
EIF2A,RNA7_FN1/WT,1.10346179204088,0.956262083156542,up
EIF2A,RNA5_TLR4/WT,1.22450763316828,0.109780074284144,up
DSC2,Clon/WT,1.2482421648973,1.0,up
DSC2,RNA7_FN1/WT,1.2665211156219,0.900147638616913,up
DSC2,RNA5_TLR4/WT,1.15538327658965,0.674860910261352,up
CCDC15,Clon/WT,1.13207319452532,1.0,up
CCDC15,RNA7_FN1/WT,1.16579962002103,0.976260979825134,up
CCDC15,RNA5_TLR4/WT,-1.35572212852887,0.268314840103888,down
RPL35A,Clon/WT,-1.06219120004298,1.0,down
RPL35A,RNA7_FN1/WT,1.03080426487254,0.966706460443532,up
RPL35A,RNA5_TLR4/WT,1.00207957009779,0.985549189108992,up
FAM171A1,Clon/WT,-1.11296075308568,1.0,down
FAM171A1,RNA7_FN1/WT,-1.13369419673298,0.980043649324284,down
FAM171A1,RNA5_TLR4/WT,-1.15374796892525,0.36915064526696,down
MRPL13,Clon/WT,-1.02187229393282,1.0,down
MRPL13,RNA7_FN1/WT,1.08284850384835,0.792109829121125,up
MRPL13,RNA5_TLR4/WT,-1.0380236053601,0.771006432331269,down
DOCK1,Clon/WT,-1.03473412613871,1.0,down
DOCK1,RNA7_FN1/WT,-1.2398779831151,0.86637632071868,down
DOCK1,RNA5_TLR4/WT,1.04932661367506,0.795064974696185,up
ZNF107,Clon/WT,1.33816569800826,1.0,up
ZNF107,RNA7_FN1/WT,1.15663925131437,0.978391578377382,up
ZNF107,RNA5_TLR4/WT,1.11513686729595,0.688653773768508,up
QRICH1,Clon/WT,-1.0284177608217,1.0,down
QRICH1,RNA7_FN1/WT,1.03597798089649,0.996257777335341,up
QRICH1,RNA5_TLR4/WT,-1.01159150979127,0.953450999810088,down
PLPBP,Clon/WT,-1.15795909355225,1.0,down
PLPBP,RNA7_FN1/WT,-1.12971786743328,0.955318703491059,down
PLPBP,RNA5_TLR4/WT,-1.27219603435998,0.0572304113539344,down
TXNL1,Clon/WT,-1.05009510543844,1.0,down
TXNL1,RNA7_FN1/WT,1.03809901420978,0.980498583965119,up
TXNL1,RNA5_TLR4/WT,-1.1980575597252,0.0452952162378042,down
FAM199X,Clon/WT,-1.25511155044156,1.0,down
FAM199X,RNA7_FN1/WT,-1.22367591580956,0.605054144769716,down
FAM199X,RNA5_TLR4/WT,-1.157374198061,0.259731930387504,down
XK,Clon/WT,1.10103622608178,1.0,up
XK,RNA7_FN1/WT,-1.13973352006819,0.981209170808686,down
XK,RNA5_TLR4/WT,-1.50407097065861,0.0505698215833867,down
HTATSF1,Clon/WT,-1.08307323513055,1.0,down
HTATSF1,RNA7_FN1/WT,-1.14931532144577,0.495195248673186,down
HTATSF1,RNA5_TLR4/WT,-1.38362176008433,0.0010067030671482,down
GLUD2,Clon/WT,-1.33168955058229,1.0,down
GLUD2,RNA7_FN1/WT,1.01172330825826,0.999928367935626,up
GLUD2,RNA5_TLR4/WT,-1.12146085426868,0.451090765153087,down
COL4A5,Clon/WT,1.08552298688952,1.0,up
COL4A5,RNA7_FN1/WT,-1.18082029036961,0.954483996956657,down
COL4A5,RNA5_TLR4/WT,1.35105589458101,0.0404771232804996,up
RAB9A,Clon/WT,1.04822811868898,1.0,up
RAB9A,RNA7_FN1/WT,1.116875163803,0.938291889107103,up
RAB9A,RNA5_TLR4/WT,1.16255180491596,0.267804129093145,up
HSD17B10,Clon/WT,1.04700615684814,1.0,up
HSD17B10,RNA7_FN1/WT,1.12558606321072,0.527968865805267,up
HSD17B10,RNA5_TLR4/WT,-1.12837955610295,0.296863701474605,down
ITGB1BP2,Clon/WT,-1.20179479200267,1.0,down
ITGB1BP2,RNA7_FN1/WT,-1.62888654050249,0.355702617029522,down
ITGB1BP2,RNA5_TLR4/WT,-1.27857856458298,0.317315565626496,down
GLA,Clon/WT,-1.03641243064783,1.0,down
GLA,RNA7_FN1/WT,-1.00787054202181,0.999928367935626,down
GLA,RNA5_TLR4/WT,-1.14224214862313,0.277763778296456,down
FAM3A,Clon/WT,1.06695422447496,1.0,up
FAM3A,RNA7_FN1/WT,-1.19519540621205,0.940734490801688,down
FAM3A,RNA5_TLR4/WT,-2.2588895813731,4.6053815631841294e-11,down
GDI1,Clon/WT,1.03012492238728,1.0,up
GDI1,RNA7_FN1/WT,1.00271691518819,0.999928367935626,up
GDI1,RNA5_TLR4/WT,-1.53667223448523,6.07411533040983e-06,down
SETBP1,Clon/WT,-2.06901915545886,0.0791274581728322,down
SETBP1,RNA7_FN1/WT,1.10654366092468,0.98775863013572,up
SETBP1,RNA5_TLR4/WT,-1.62799672303356,0.0013078503223466,down
PPP2R3B,Clon/WT,1.05891268527404,1.0,up
PPP2R3B,RNA7_FN1/WT,-1.28843389215702,0.837266101763154,down
PPP2R3B,RNA5_TLR4/WT,-1.08060645075241,0.736405090242357,down
BEX3,Clon/WT,1.03769977838603,1.0,up
BEX3,RNA7_FN1/WT,-1.06054194393428,0.894723984483586,down
BEX3,RNA5_TLR4/WT,1.06744924221944,0.531265255518207,up
FUBP1,Clon/WT,1.01430674119687,1.0,up
FUBP1,RNA7_FN1/WT,-1.0561520920392,0.963428514574623,down
FUBP1,RNA5_TLR4/WT,1.03325684129192,0.832979914720408,up
MYL12A,Clon/WT,1.10177667442712,1.0,up
MYL12A,RNA7_FN1/WT,-1.12284793932942,0.425187140413169,down
MYL12A,RNA5_TLR4/WT,1.05349389185209,0.621239965468885,up
HNRNPR,Clon/WT,-1.0186179806279,1.0,down
HNRNPR,RNA7_FN1/WT,1.03982547916095,0.980498583965119,up
HNRNPR,RNA5_TLR4/WT,-1.0020586280283,0.991485865387086,down
COL9A2,Clon/WT,1.21024332398527,1.0,up
COL9A2,RNA7_FN1/WT,-1.5044301154116,0.535632478389118,down
COL9A2,RNA5_TLR4/WT,5.5276770619519,0.0,up
ORC1,Clon/WT,-1.28948792996291,1.0,down
ORC1,RNA7_FN1/WT,1.00471563657652,0.999928367935626,up
ORC1,RNA5_TLR4/WT,-1.49787176113654,0.0161585012361678,down
CHD1L,Clon/WT,-1.00192513001807,1.0,down
CHD1L,RNA7_FN1/WT,1.13327610682441,0.802529024341771,up
CHD1L,RNA5_TLR4/WT,1.16022099059349,0.24957205583354,up
MFSD14A,Clon/WT,-1.13476245458429,1.0,down
MFSD14A,RNA7_FN1/WT,1.04959156430597,0.996257777335341,up
MFSD14A,RNA5_TLR4/WT,-1.14201363726874,0.3864702207252,down
TNR,Clon/WT,-1.14041948502706,1.0,down
TNR,RNA7_FN1/WT,1.068988885575,0.996257777335341,up
TNR,RNA5_TLR4/WT,1.00233509899233,0.996240543090098,up
IFI44L,Clon/WT,-1.9428094542113,0.610354328750051,down
IFI44L,RNA7_FN1/WT,-1.7498637034773,0.252647277252386,down
IFI44L,RNA5_TLR4/WT,1.51511108156984,0.077494017043294,up
SNRNP40,Clon/WT,1.06887175150137,1.0,up
SNRNP40,RNA7_FN1/WT,1.19504715375989,0.94497613725855,up
SNRNP40,RNA5_TLR4/WT,1.03833523429835,0.868737479043416,up
CKS1B,Clon/WT,-1.01949816677648,1.0,down
CKS1B,RNA7_FN1/WT,-1.10250117102594,0.570344351984854,down
CKS1B,RNA5_TLR4/WT,-1.04823622027745,0.65786217317028,down
TFB2M,Clon/WT,-1.00077697855039,1.0,down
TFB2M,RNA7_FN1/WT,1.05176179049455,0.986202465203816,up
TFB2M,RNA5_TLR4/WT,-1.25490318242669,0.058032729051301,down
EIF1,Clon/WT,-1.03434584637909,1.0,down
EIF1,RNA7_FN1/WT,-1.21934403768235,0.0015084938006175,down
EIF1,RNA5_TLR4/WT,-1.35156365762808,2.09646851662685e-08,down
C1orf109,Clon/WT,1.20062332938875,1.0,up
C1orf109,RNA7_FN1/WT,1.28595786021803,0.846221896620609,up
C1orf109,RNA5_TLR4/WT,1.10033774510944,0.67057499287647,up
KYAT3,Clon/WT,-1.03119742039705,1.0,down
KYAT3,RNA7_FN1/WT,1.06805334017852,0.995414525730566,up
KYAT3,RNA5_TLR4/WT,1.07418500420066,0.748396094989803,up
ETNK2,Clon/WT,1.19164315032834,1.0,up
ETNK2,RNA7_FN1/WT,-1.14961116204688,0.97981662382098,down
ETNK2,RNA5_TLR4/WT,-1.75062889965286,0.0047929374096708,down
FCRLA,Clon/WT,-1.14073053496585,1.0,down
FCRLA,RNA7_FN1/WT,-1.13749292316332,0.98235855162373,down
FCRLA,RNA5_TLR4/WT,-1.22313859939287,0.503435846474168,down
NME7,Clon/WT,1.06129207131166,1.0,up
NME7,RNA7_FN1/WT,-1.12216439187252,0.980498583965119,down
NME7,RNA5_TLR4/WT,1.03382249865469,0.863583775662009,up
C1orf131,Clon/WT,1.11258661369179,1.0,up
C1orf131,RNA7_FN1/WT,-1.0803085639264,0.993809511887536,down
C1orf131,RNA5_TLR4/WT,-1.16720982311757,0.340302735563394,down
SLC27A5,Clon/WT,1.04922470331063,1.0,up
SLC27A5,RNA7_FN1/WT,-3.05630181201194,0.0001352704954666,down
SLC27A5,RNA5_TLR4/WT,-2.70357779160091,1.7928328932781098e-11,down
GPR137B,Clon/WT,1.04084886434164,1.0,up
GPR137B,RNA7_FN1/WT,1.11734209063688,0.983535260370944,up
GPR137B,RNA5_TLR4/WT,-1.53504328021881,0.0031229212634466,down
MED8,Clon/WT,1.02767906870236,1.0,up
