"category","subcategory","gene_symbol","role","priority","notes_for_pruning","source_type","evidence_key"
"One carbon metabolism","Serine/glycine/methionine/SAM","PSPH","Enzyme/epigenetic effector","expanded_core","Serine/one-carbon metabolism supports IL1B/GSH/SAM and histone methylation in inflammatory macrophages.","bibliography_expanded","Rodriguez2019_CellMetab;Yu2019_MolCell"
"Pentose phosphate and redox","PPP/NADPH/GSH/ROS","GCLC","Enzyme/redox effector","expanded_core","PPP supplies NADPH for ROS and antioxidant systems; macrophage activation changes PPP and redox enzymes.","bibliography_expanded","Yu2019_MolCell;BiochemistryProInflammatoryMacrophageActivation"
"Pentose phosphate and redox","PPP/NADPH/GSH/ROS","GCLM","Enzyme/redox effector","expanded_core","PPP supplies NADPH for ROS and antioxidant systems; macrophage activation changes PPP and redox enzymes.","bibliography_expanded","Yu2019_MolCell;BiochemistryProInflammatoryMacrophageActivation"
"Pentose phosphate and redox","PPP/NADPH/GSH/ROS","GSR","Enzyme/redox effector","expanded_core","PPP supplies NADPH for ROS and antioxidant systems; macrophage activation changes PPP and redox enzymes.","bibliography_expanded","Yu2019_MolCell;BiochemistryProInflammatoryMacrophageActivation"
"Pentose phosphate and redox","PPP/NADPH/GSH/ROS","GSS","Enzyme/redox effector","expanded_core","PPP supplies NADPH for ROS and antioxidant systems; macrophage activation changes PPP and redox enzymes.","bibliography_expanded","Yu2019_MolCell;BiochemistryProInflammatoryMacrophageActivation"
"Pentose phosphate and redox","PPP/NADPH/GSH/ROS","H6PD","Enzyme/redox effector","expanded_core","PPP supplies NADPH for ROS and antioxidant systems; macrophage activation changes PPP and redox enzymes.","bibliography_expanded","Yu2019_MolCell;BiochemistryProInflammatoryMacrophageActivation"
"Pentose phosphate and redox","PPP/NADPH/GSH/ROS","NQO1","Enzyme/redox effector","expanded_core","PPP supplies NADPH for ROS and antioxidant systems; macrophage activation changes PPP and redox enzymes.","bibliography_expanded","Yu2019_MolCell;BiochemistryProInflammatoryMacrophageActivation"
"Pentose phosphate and redox","PPP/NADPH/GSH/ROS","PGLS","Enzyme/redox effector","expanded_core","PPP supplies NADPH for ROS and antioxidant systems; macrophage activation changes PPP and redox enzymes.","bibliography_expanded","Yu2019_MolCell;BiochemistryProInflammatoryMacrophageActivation"
"Pentose phosphate and redox","PPP/NADPH/GSH/ROS","PRDX2","Enzyme/redox effector","expanded_core","PPP supplies NADPH for ROS and antioxidant systems; macrophage activation changes PPP and redox enzymes.","bibliography_expanded","Yu2019_MolCell;BiochemistryProInflammatoryMacrophageActivation"
"Pentose phosphate and redox","PPP/NADPH/GSH/ROS","TXN","Enzyme/redox effector","expanded_core","PPP supplies NADPH for ROS and antioxidant systems; macrophage activation changes PPP and redox enzymes.","bibliography_expanded","Yu2019_MolCell;BiochemistryProInflammatoryMacrophageActivation"
"Pentose phosphate and redox","PPP/NADPH/GSH/ROS","TXN2","Enzyme/redox effector","expanded_core","PPP supplies NADPH for ROS and antioxidant systems; macrophage activation changes PPP and redox enzymes.","bibliography_expanded","Yu2019_MolCell;BiochemistryProInflammatoryMacrophageActivation"
"Pentose phosphate and redox","PPP/NADPH/GSH/ROS","TXNRD1","Enzyme/redox effector","expanded_core","PPP supplies NADPH for ROS and antioxidant systems; macrophage activation changes PPP and redox enzymes.","bibliography_expanded","Yu2019_MolCell;BiochemistryProInflammatoryMacrophageActivation"
"Pentose phosphate and redox","PPP/NADPH/GSH/ROS","TXNRD2","Enzyme/redox effector","expanded_core","PPP supplies NADPH for ROS and antioxidant systems; macrophage activation changes PPP and redox enzymes.","bibliography_expanded","Yu2019_MolCell;BiochemistryProInflammatoryMacrophageActivation"
"Polyamine and SAM epigenetic metabolism","Epigenetic regulators","DNMT1","Epigenetic regulator","core","Histone/DNA methylation and demethylation","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Epigenetic regulators","DNMT3A","Epigenetic regulator","core","Histone/DNA methylation and demethylation","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Epigenetic regulators","DNMT3B","Epigenetic regulator","core","Histone/DNA methylation and demethylation","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Epigenetic regulators","EZH2","Epigenetic regulator","core","Histone/DNA methylation and demethylation","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Epigenetic regulators","KDM5A","Epigenetic regulator","core","Histone/DNA methylation and demethylation","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Epigenetic regulators","KDM5B","Epigenetic regulator","core","Histone/DNA methylation and demethylation","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Epigenetic regulators","KDM5C","Epigenetic regulator","core","Histone/DNA methylation and demethylation","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Epigenetic regulators","KDM6A","Epigenetic regulator","core","Histone/DNA methylation and demethylation","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Epigenetic regulators","KDM6B","Epigenetic regulator","core","Histone/DNA methylation and demethylation","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Epigenetic regulators","KMT2A","Epigenetic regulator","core","Histone/DNA methylation and demethylation","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Epigenetic regulators","KMT2D","Epigenetic regulator","core","Histone/DNA methylation and demethylation","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Epigenetic regulators","PRMT1","Epigenetic regulator","core","Histone/DNA methylation and demethylation","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Epigenetic regulators","PRMT5","Epigenetic regulator","core","Histone/DNA methylation and demethylation","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Epigenetic regulators","SETD2","Epigenetic regulator","core","Histone/DNA methylation and demethylation","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Epigenetic regulators","TET2","Epigenetic regulator","core","Histone/DNA methylation and demethylation","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Mitochondrial SAM transport","SLC25A26","Transporter","core","SAM mitochondrial carrier","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","One carbon metabolism","MTHFD1","Enzyme","core","Folate and nucleotide/methylation support","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","One carbon metabolism","MTHFD2","Enzyme","core","Folate and nucleotide/methylation support","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","One carbon metabolism","MTHFR","Enzyme","core","Folate and nucleotide/methylation support","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","One carbon metabolism","SHMT1","Enzyme","core","Folate and nucleotide/methylation support","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","One carbon metabolism","SHMT2","Enzyme","core","Folate and nucleotide/methylation support","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","One carbon metabolism","TYMS","Enzyme","core","Folate and nucleotide/methylation support","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Polyamines","AMD1","Enzyme/Regulator","core","Ornithine-polyamine axis","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Polyamines","AZIN1","Enzyme/Regulator","core","Ornithine-polyamine axis","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Polyamines","OAZ1","Enzyme/Regulator","core","Ornithine-polyamine axis","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Polyamines","OAZ2","Enzyme/Regulator","core","Ornithine-polyamine axis","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Polyamines","ODC1","Enzyme/Regulator","core","Ornithine-polyamine axis","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Polyamines","PAOX","Enzyme/Regulator","core","Ornithine-polyamine axis","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Polyamines","SAT1","Enzyme/Regulator","core","Ornithine-polyamine axis","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Polyamines","SMOX","Enzyme/Regulator","core","Ornithine-polyamine axis","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Polyamines","SMS","Enzyme/Regulator","core","Ornithine-polyamine axis","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","Polyamines","SRM","Enzyme/Regulator","core","Ornithine-polyamine axis","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","SAM methionine cycle","AHCY","Enzyme/Regulator","core","Methyl donor metabolism","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","SAM methionine cycle","BHMT","Enzyme/Regulator","core","Methyl donor metabolism","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","SAM methionine cycle","BHMT2","Enzyme/Regulator","core","Methyl donor metabolism","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","SAM methionine cycle","CBS","Enzyme/Regulator","core","Methyl donor metabolism","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","SAM methionine cycle","CTH","Enzyme/Regulator","core","Methyl donor metabolism","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","SAM methionine cycle","MAT2A","Enzyme/Regulator","core","Methyl donor metabolism","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","SAM methionine cycle","MAT2B","Enzyme/Regulator","core","Methyl donor metabolism","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","SAM methionine cycle","MTR","Enzyme/Regulator","core","Methyl donor metabolism","user_table","preexisting_user_curation"
"Polyamine and SAM epigenetic metabolism","SAM methionine cycle","MTRR","Enzyme/Regulator","core","Methyl donor metabolism","user_table","preexisting_user_curation"
"TCA and itaconate","Succinate/itaconate/TCA remodeling","ABAT","Enzyme/transporter","expanded_core","LPS macrophages remodel TCA; succinate-HIF1A-IL1B and ACOD1/itaconate-SDH have direct experimental support.","bibliography_expanded","Tannahill2013_Nature;Lampropoulou2016_CellMetab"
"TCA and itaconate","Succinate/itaconate/TCA remodeling","GAD1","Enzyme/transporter","expanded_core","LPS macrophages remodel TCA; succinate-HIF1A-IL1B and ACOD1/itaconate-SDH have direct experimental support.","bibliography_expanded","Tannahill2013_Nature;Lampropoulou2016_CellMetab"
"TCA and itaconate","Succinate/itaconate/TCA remodeling","GAD2","Enzyme/transporter","expanded_core","LPS macrophages remodel TCA; succinate-HIF1A-IL1B and ACOD1/itaconate-SDH have direct experimental support.","bibliography_expanded","Tannahill2013_Nature;Lampropoulou2016_CellMetab"
"TCA and itaconate","Succinate/itaconate/TCA remodeling","IDH1","Enzyme/transporter","expanded_core","LPS macrophages remodel TCA; succinate-HIF1A-IL1B and ACOD1/itaconate-SDH have direct experimental support.","bibliography_expanded","Tannahill2013_Nature;Lampropoulou2016_CellMetab"
"TCA and itaconate","Succinate/itaconate/TCA remodeling","IRG1","Enzyme/transporter","expanded_core","LPS macrophages remodel TCA; succinate-HIF1A-IL1B and ACOD1/itaconate-SDH have direct experimental support.","bibliography_expanded","Tannahill2013_Nature;Lampropoulou2016_CellMetab"
"TCA and mitochondrial shunts","Aspartate malate shuttle","GOT1","Enzyme/Transporter","core","Aspartate and NADH shuttle","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Aspartate malate shuttle","GOT2","Enzyme/Transporter","core","Aspartate and NADH shuttle","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Aspartate malate shuttle","SLC25A12","Enzyme/Transporter","core","Aspartate and NADH shuttle","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Aspartate malate shuttle","SLC25A13","Enzyme/Transporter","core","Aspartate and NADH shuttle","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","ACO1","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","ACO2","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","CS","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","DLD","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","DLST","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","FH","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","IDH2","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","IDH3A","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","IDH3B","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","IDH3G","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","MDH1","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","MDH2","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","OGDH","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","SDHA","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","SDHB","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","SDHC","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","SDHD","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","SUCLA2","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","SUCLG1","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Central TCA","SUCLG2","Enzyme","core","TCA cycle and redox","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Citrate dicarboxylate transport","SLC13A3","Transporter","core","Citrate/malate/succinate transport","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Citrate dicarboxylate transport","SLC13A5","Transporter","core","Citrate/malate/succinate transport","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Citrate dicarboxylate transport","SLC25A1","Transporter","core","Citrate/malate/succinate transport","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Citrate dicarboxylate transport","SLC25A10","Transporter","core","Citrate/malate/succinate transport","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Citrate dicarboxylate transport","SLC25A11","Transporter","core","Citrate/malate/succinate transport","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Itaconate shunt","ACOD1","Enzyme/Regulator","core","Itaconate production","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Mitochondrial energy carriers","SLC25A3","Transporter","core","ATP/ADP/phosphate/CoA carriers","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Mitochondrial energy carriers","SLC25A4","Transporter","core","ATP/ADP/phosphate/CoA carriers","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Mitochondrial energy carriers","SLC25A42","Transporter","core","ATP/ADP/phosphate/CoA carriers","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Mitochondrial energy carriers","SLC25A5","Transporter","core","ATP/ADP/phosphate/CoA carriers","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Mitochondrial energy carriers","SLC25A6","Transporter","core","ATP/ADP/phosphate/CoA carriers","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Mitochondrial glutamate","SLC25A21","Transporter","core","Glutamate/2-oxoglutarate related","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Mitochondrial glutamate","SLC25A22","Transporter","core","Glutamate/2-oxoglutarate related","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Pyruvate anaplerosis","ME1","Enzyme/Transporter","core","Pyruvate mitochondrial entry and malic enzymes","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Pyruvate anaplerosis","ME2","Enzyme/Transporter","core","Pyruvate mitochondrial entry and malic enzymes","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Pyruvate anaplerosis","ME3","Enzyme/Transporter","core","Pyruvate mitochondrial entry and malic enzymes","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Pyruvate anaplerosis","MPC1","Enzyme/Transporter","core","Pyruvate mitochondrial entry and malic enzymes","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Pyruvate anaplerosis","MPC2","Enzyme/Transporter","core","Pyruvate mitochondrial entry and malic enzymes","user_table","preexisting_user_curation"
"TCA and mitochondrial shunts","Pyruvate anaplerosis","PC","Enzyme/Transporter","core","Pyruvate mitochondrial entry and malic enzymes","user_table","preexisting_user_curation"
